"TOA5","EKO_MS80_1","CR300","16466","CR310.Std.10.07","CPU:08_10_25_adams.cr300","26933","IPC_DNI"
"TIMESTAMP","RECORD","DNI","Vraw_mV","BattV","PTemp_C","Vraw_mV_Adam"
"2025-10-08 12:19:30",74,970.5586,6488.705,13.63936,24.39154,7964.892
"2025-10-08 12:21:00",75,971.3402,6495.318,13.63863,24.44926,7969.404
"2025-10-08 12:22:30",76,970.2112,6487.387,13.63888,24.54231,7966.455
"2025-10-08 12:24:00",77,969.8137,6487.655,13.63791,24.58867,7964.4
"2025-10-08 12:25:30",78,969.9206,6485.891,13.66736,24.68382,7963.708
"2025-10-08 12:27:00",79,969.2659,6479.211,13.63815,24.75468,7962.01
"2025-10-08 12:28:30",80,968.9786,6479.836,13.63888,24.7825,7959.374
"2025-10-08 12:30:00",81,969.797,6482.227,13.63863,24.89266,7962.39
"2025-10-08 12:31:30",82,969.9373,6488.258,13.64057,24.96198,7964.981
"2025-10-08 12:33:00",83,969.4329,6489.509,13.63936,25.02114,7965.785
"2025-10-08 12:34:30",84,901.6354,6028.373,13.64033,25.07875,7417.077
"2025-10-08 12:36:00",85,966.8342,6463.104,13.66133,25.12776,7925.35
"2025-10-08 12:37:30",86,978.7389,6549.782,13.64081,25.20889,7960.759
"2025-10-08 12:39:00",87,978.9493,6546.967,13.61353,25.25548,7963.596
"2025-10-08 12:40:30",88,978.9927,6549.179,13.61257,25.31232,7959.24
"2025-10-08 12:42:00",89,977.6032,6540.578,13.61257,25.3823,7954.481
"2025-10-08 12:43:30",90,976.9552,6535.06,13.6116,25.41011,7949.075
"2025-10-08 12:45:00",91,976.9886,6534.792,13.61257,25.49367,7947.511
"2025-10-08 12:46:30",92,977.3727,6534.904,13.61088,25.52303,7945.143
"2025-10-08 12:48:00",93,976.9819,6532.581,13.61377,25.561,7941.278
"2025-10-08 12:49:30",94,975.9665,6529.207,13.6145,25.63683,7938.486
"2025-10-08 12:51:00",95,977.0253,6531.821,13.61353,25.66906,7937.838
"2025-10-08 12:52:30",96,976.2103,6529.587,13.61353,25.72767,7937.927
"2025-10-08 12:54:00",97,975.4755,6523.645,13.61281,25.77757,7932.387
"2025-10-08 12:55:30",98,974.7339,6525.677,13.67654,25.8173,7924.792
"2025-10-08 12:57:00",99,975.4621,6526.035,13.61305,25.87392,7931.851
"2025-10-08 12:58:30",100,975.2149,6521.768,13.61232,25.90549,7922.379
"2025-10-08 13:00:00",101,974.774,6525.923,13.61305,25.94523,7924.188
"2025-10-08 13:01:30",102,973.2542,6509.325,13.61305,25.98353,7914.873
"2025-10-08 13:03:00",103,973.5882,6515.356,13.61232,26.00605,7915.454
"2025-10-08 13:04:30",104,973.7986,6510.353,13.58674,26.09523,7917.084
"2025-10-08 13:06:00",105,973.5715,6508.364,13.58529,26.09932,7914.292
"2025-10-08 13:07:30",106,973.6617,6511,13.58577,26.11886,7909.467
"2025-10-08 13:09:00",107,972.7698,6507.024,13.58843,26.19899,7905.088
"2025-10-08 13:10:30",108,971.6809,6501.417,13.58601,26.2108,7900.978
"2025-10-08 13:12:00",109,971.8379,6499.227,13.58674,26.23984,7898.744
"2025-10-08 13:13:30",110,971.4905,6494.156,13.58794,26.26058,7893.069
"2025-10-08 13:15:00",111,970.4851,6490.783,13.53073,26.27703,7891.349
"2025-10-08 13:16:30",112,970.1844,6490.984,13.58505,26.3448,7890.232
"2025-10-08 13:18:00",113,969.7402,6482.473,13.58674,26.365,7877.99
"2025-10-08 13:19:30",114,970.0709,6487.588,13.58674,26.38145,7877.23
"2025-10-08 13:21:00",115,969.0922,6480.931,13.5877,26.42703,7872.36
"2025-10-08 13:22:30",116,968.8149,6475.569,13.58481,26.45684,7868.25
"2025-10-08 13:24:00",117,967.7294,6473.715,13.58674,26.49502,7869.054
"2025-10-08 13:25:30",118,956.6163,6404.194,13.58529,26.5117,7761.734
"2025-10-08 13:27:00",119,966.6738,6467.081,13.58698,26.52362,7852.702
"2025-10-08 13:28:30",120,966.3465,6464.377,13.58794,26.57582,7854.288
"2025-10-08 13:30:00",121,967.5189,6471.504,13.58819,26.59327,7862.866
"2025-10-08 13:31:30",122,964.6931,6453.565,13.61474,26.617,7845.821
"2025-10-08 13:33:00",123,964.5294,6449.633,13.61281,26.65232,7836.974
"2025-10-08 13:34:30",124,963.5073,6443.602,13.56621,26.64956,7835.008
"2025-10-08 13:36:00",125,963.2233,6440.429,13.61474,26.69934,7830.004
"2025-10-08 13:37:30",126,961.9841,6430.801,13.61546,26.70994,7816.064
"2025-10-08 13:39:00",127,961.7136,6432.677,13.61594,26.73521,7813.183
"2025-10-08 13:40:30",128,962.6555,6431.292,13.61546,26.78013,7813.004
"2025-10-08 13:42:00",129,945.6068,6321.269,13.6145,26.79427,7696.435
"2025-10-08 13:43:30",130,961.0656,6424.702,13.58794,26.84857,7811.73
"2025-10-08 13:45:00",131,960.147,6422.825,13.5865,26.86347,7804.47
"2025-10-08 13:46:30",132,959.9165,6420.659,13.5877,26.85674,7800.181
"2025-10-08 13:48:00",133,957.6551,6404.82,13.58843,26.93445,7789.748
"2025-10-08 13:49:30",134,956.9169,6402.34,13.58746,26.93434,7775.339
"2025-10-08 13:51:00",135,955.7111,6390.143,13.58505,26.98875,7768.95
"2025-10-08 13:52:30",136,956.6364,6398.631,13.58601,27.02374,7777.774
"2025-10-08 13:54:00",137,956.0284,6394.566,13.64733,27.04505,7775.652
"2025-10-08 13:55:30",138,955.2835,6390.768,13.58746,27.09218,7766.626
"2025-10-08 13:57:00",139,955.4973,6386.233,13.55922,27.13854,7761.555
"2025-10-08 13:58:30",140,954.5587,6383.172,13.56018,27.16934,7756.462
"2025-10-08 14:00:00",141,953.5165,6375.733,13.56042,27.22696,7750.162
"2025-10-08 14:01:30",142,953.3495,6370.953,13.55897,27.2424,7743.192
"2025-10-08 14:03:00",143,951.8264,6366.976,13.56236,27.2945,7734.636
"2025-10-08 14:04:30",144,950.4568,6355.27,13.56018,27.31437,7718.283
"2025-10-08 14:06:00",145,948.8268,6344.771,13.56066,27.31702,7712.319
"2025-10-08 14:07:30",146,948.0284,6341.777,13.56115,27.37861,7703.584
"2025-10-08 14:09:00",147,947.7345,6334.315,13.56115,27.37872,7696.167
"2025-10-08 14:10:30",148,946.051,6327.814,13.5597,27.40036,7694.067
"2025-10-08 14:12:00",149,945.8372,6327.167,13.55849,27.41912,7686.852
"2025-10-08 14:13:30",150,944.0869,6314.657,13.61908,27.40753,7673.961
"2025-10-08 14:15:00",151,943.4323,6307.53,13.56091,27.47376,7665.919
"2025-10-08 14:16:30",152,942.0795,6300.739,13.56163,27.46383,7660.133
"2025-10-08 14:18:00",153,942.0828,6298.527,13.55922,27.50269,7655.598
"2025-10-08 14:19:30",154,934.0561,6242.499,13.56115,27.55687,7591.104
"2025-10-08 14:21:00",155,937.5167,6268.458,13.5597,27.58082,7619.877
"2025-10-08 14:22:30",156,931.0666,6221.589,13.53482,27.65191,7570.573
"2025-10-08 14:24:00",157,887.3257,5935.216,13.53531,27.68822,7188.095
"2025-10-08 14:25:30",158,934.3267,6249.603,13.537,27.70511,7600.33
"2025-10-08 14:27:00",159,911.1519,6090.79,13.53555,27.78745,7402.936
"2025-10-08 14:28:30",160,928.4478,6212.988,13.53531,27.83337,7548.524
"2025-10-08 14:30:00",161,928.4378,6209.548,13.53482,27.92455,7549.149
"2025-10-08 14:31:30",162,928.7518,6214.552,13.53531,28.02764,7557.102
"2025-10-08 14:33:00",163,915.2972,6120.815,13.5003,28.1346,7442.298
"2025-10-08 14:34:30",164,926.5973,6198.87,13.53603,28.2931,7533.467
"2025-10-08 14:36:00",165,925.9426,6190.045,13.50996,28.33228,7522.789
"2025-10-08 14:37:30",166,925.2445,6185.287,13.51069,28.38615,7514.232
"2025-10-08 14:39:00",167,916.6366,6129.929,13.50996,28.45547,7448.509
"2025-10-08 14:40:30",168,911.0951,6093.672,13.5102,28.46651,7407.113
"2025-10-08 14:42:00",169,917.6086,6137.592,13.50851,28.52799,7458.428
"2025-10-08 14:43:30",170,914.4587,6113.487,13.51117,28.52413,7423.243
"2025-10-08 14:45:00",171,915.7915,6125.774,13.51093,28.51441,7427.174
"2025-10-08 14:46:30",172,915.2872,6120.435,13.51141,28.54819,7425.365
"2025-10-08 14:48:00",173,915.2303,6122.2,13.51044,28.55327,7432.268
"2025-10-08 14:49:30",174,909.739,6082.123,13.51165,28.60327,7393.62
"2025-10-08 14:51:00",175,822.1471,5496.419,13.50803,28.72822,6685.541
"2025-10-08 14:52:30",176,863.1589,5775.375,13.45082,28.7802,7012.169
"2025-10-08 14:54:00",177,852.744,5700.984,13.51117,28.85968,6937.689
"2025-10-08 14:55:30",178,881.4869,5896.39,13.51093,28.85339,7160.081
"2025-10-08 14:57:00",179,901.759,6030.719,13.51068,28.83738,7335.559
"2025-10-08 14:58:30",180,899.8517,6018.499,13.51093,28.84158,7314.024
"2025-10-08 15:00:00",181,893.3716,5972.167,13.51069,28.79698,7276.158
"2025-10-08 15:01:30",182,894.1599,5987.491,13.53796,28.80692,7263.737
"2025-10-08 15:03:00",183,896.1741,5986.33,13.53555,28.76795,7255.918
"2025-10-08 15:04:30",184,891.9387,5964.794,13.53821,28.73826,7232.64
"2025-10-08 15:06:00",185,888.0907,5938.121,13.53893,28.72556,7217.204
"2025-10-08 15:07:30",186,888.0573,5938.344,13.53869,28.66773,7218.633
"2025-10-08 15:09:00",187,885.522,5921.12,13.53772,28.65868,7198.729
"2025-10-08 15:10:30",188,885.856,5923.778,13.53796,28.61343,7195.221
"2025-10-08 15:12:00",189,883.7416,5906.755,13.57104,28.52324,7180.209
"2025-10-08 15:13:30",190,881.8277,5901.171,13.53531,28.52964,7171.34
"2025-10-08 15:15:00",191,879.8235,5881.445,13.537,28.47313,7161.443
"2025-10-08 15:16:30",192,877.9463,5876.061,13.53724,28.41827,7147.37
"2025-10-08 15:18:00",193,852.7773,5703.509,13.53772,28.38715,6928.127
"2025-10-08 15:19:30",194,773.8167,5181.742,13.53651,28.32909,6279.293
"2025-10-08 15:21:00",195,700.5279,4681.377,13.53748,28.33173,5696.785
"2025-10-08 15:22:30",196,705.5616,4718.841,13.53627,28.25259,5733.042
"2025-10-08 15:24:00",197,697.201,4656.96,13.53845,28.19741,5663.409
"2025-10-08 15:25:30",198,702.4118,4699.718,13.53603,28.18526,5715.572
