Fri Oct 10 15:57:29 CEST 2025

 ,Sensor type and serial number, 
 ,DR30-D1 65086, 

Time stamp,Irradiance [W/m^2],Temperature [degr Cels]
10-10-2025 16:08:24.901,878.65,17.27
10-10-2025 16:08:25.925,878.30,17.26
10-10-2025 16:08:26.948,878.21,17.25
10-10-2025 16:08:28.068,878.21,17.24
10-10-2025 16:08:29.379,878.20,17.23
10-10-2025 16:08:30.387,878.19,17.24
10-10-2025 16:08:31.554,878.19,17.24
10-10-2025 16:08:32.723,878.18,17.26
10-10-2025 16:08:33.906,877.96,17.24
10-10-2025 16:08:34.949,877.92,17.22
10-10-2025 16:08:36.100,877.92,17.21
10-10-2025 16:08:37.123,877.89,17.21
10-10-2025 16:08:38.235,877.56,17.21
10-10-2025 16:08:39.253,877.55,17.23
10-10-2025 16:08:40.281,877.56,17.22
10-10-2025 16:08:41.343,877.63,17.21
10-10-2025 16:08:42.518,877.79,17.21
10-10-2025 16:08:43.545,877.80,17.20
10-10-2025 16:08:44.733,877.80,17.19
10-10-2025 16:08:45.763,877.65,17.19
10-10-2025 16:08:46.837,877.55,17.19
10-10-2025 16:08:47.942,877.54,17.21
10-10-2025 16:08:49.176,877.53,17.23
10-10-2025 16:08:50.201,877.50,17.25
10-10-2025 16:08:51.319,877.50,17.24
10-10-2025 16:08:52.389,877.50,17.24
10-10-2025 16:08:53.580,877.55,17.23
10-10-2025 16:08:54.677,877.61,17.24
10-10-2025 16:08:55.679,877.60,17.24
10-10-2025 16:08:56.854,877.61,17.23
10-10-2025 16:08:57.894,877.97,17.21
10-10-2025 16:08:59.095,878.15,17.22
10-10-2025 16:09:00.142,878.15,17.23
10-10-2025 16:09:01.199,878.14,17.23
10-10-2025 16:09:02.222,877.71,17.22
10-10-2025 16:09:03.426,877.68,17.20
10-10-2025 16:09:04.555,877.68,17.19
10-10-2025 16:09:05.749,877.77,17.20
10-10-2025 16:09:06.816,877.85,17.22
10-10-2025 16:09:07.980,877.84,17.22
10-10-2025 16:09:09.002,877.84,17.21
10-10-2025 16:09:10.120,877.48,17.22
10-10-2025 16:09:11.210,877.35,17.22
10-10-2025 16:09:12.360,877.35,17.22
10-10-2025 16:09:13.505,877.26,17.20
10-10-2025 16:09:14.659,876.95,17.17
10-10-2025 16:09:15.678,876.95,17.18
10-10-2025 16:09:16.828,876.95,17.18
10-10-2025 16:09:17.960,877.16,17.18
10-10-2025 16:09:19.033,877.33,17.18
10-10-2025 16:09:20.153,877.32,17.19
10-10-2025 16:09:21.274,877.27,17.21
10-10-2025 16:09:22.540,876.75,17.22
10-10-2025 16:09:23.726,876.72,17.21
10-10-2025 16:09:24.877,876.72,17.21
10-10-2025 16:09:26.046,877.06,17.20
10-10-2025 16:09:27.198,877.33,17.20
10-10-2025 16:09:28.414,877.33,17.19
10-10-2025 16:09:29.517,877.36,17.18
10-10-2025 16:09:30.657,877.55,17.17
10-10-2025 16:09:31.681,877.55,17.17
10-10-2025 16:09:32.911,877.54,17.18
10-10-2025 16:09:34.191,877.12,17.18
10-10-2025 16:09:35.457,876.90,17.17
10-10-2025 16:09:36.704,876.90,17.17
10-10-2025 16:09:37.727,876.88,17.17
10-10-2025 16:09:38.927,876.82,17.17
10-10-2025 16:09:39.950,876.82,17.18
10-10-2025 16:09:41.010,876.82,17.17
10-10-2025 16:09:42.057,877.36,17.19
10-10-2025 16:09:43.133,877.69,17.20
10-10-2025 16:09:44.174,877.69,17.20
10-10-2025 16:09:45.323,877.68,17.20
10-10-2025 16:09:46.380,876.80,17.19
10-10-2025 16:09:47.481,876.51,17.17
10-10-2025 16:09:48.487,876.52,17.15
10-10-2025 16:09:49.606,876.54,17.15
10-10-2025 16:09:50.634,876.93,17.15
10-10-2025 16:09:51.659,876.98,17.18
10-10-2025 16:09:52.965,876.98,17.18
10-10-2025 16:09:53.983,876.88,17.17
10-10-2025 16:09:55.099,876.68,17.16
10-10-2025 16:09:56.303,876.69,17.15
10-10-2025 16:09:57.370,876.68,17.17
10-10-2025 16:09:58.389,877.00,17.16
10-10-2025 16:09:59.454,877.13,17.17
10-10-2025 16:10:00.576,877.13,17.16
10-10-2025 16:10:01.616,877.11,17.16
10-10-2025 16:10:02.640,876.66,17.17
10-10-2025 16:10:03.776,876.55,17.17
10-10-2025 16:10:04.834,876.54,17.19
10-10-2025 16:10:05.908,876.43,17.19
10-10-2025 16:10:07.005,876.02,17.17
10-10-2025 16:10:08.200,876.02,17.17
10-10-2025 16:10:09.381,876.02,17.16
10-10-2025 16:10:10.436,876.10,17.16
10-10-2025 16:10:11.476,876.14,17.17
10-10-2025 16:10:12.580,876.14,17.16
10-10-2025 16:10:13.734,876.15,17.15
10-10-2025 16:10:14.966,876.10,17.13
10-10-2025 16:10:16.166,876.10,17.12
10-10-2025 16:10:17.268,876.10,17.13
10-10-2025 16:10:18.375,876.03,17.14
10-10-2025 16:10:19.529,876.00,17.14
10-10-2025 16:10:20.554,876.01,17.14
10-10-2025 16:10:21.581,876.01,17.14
10-10-2025 16:10:22.604,875.89,17.14
10-10-2025 16:10:23.721,875.83,17.15
10-10-2025 16:10:24.761,875.83,17.16
10-10-2025 16:10:25.867,875.83,17.16
10-10-2025 16:10:26.945,875.66,17.17
10-10-2025 16:10:28.005,875.65,17.16
10-10-2025 16:10:29.045,875.65,17.16
10-10-2025 16:10:30.134,875.63,17.18
10-10-2025 16:10:31.268,875.60,17.17
10-10-2025 16:10:32.310,875.61,17.17
10-10-2025 16:10:33.415,875.61,17.17
10-10-2025 16:10:34.472,875.34,17.15
10-10-2025 16:10:35.608,875.23,17.14
10-10-2025 16:10:36.731,875.23,17.14
10-10-2025 16:10:37.899,875.21,17.14
10-10-2025 16:10:39.031,875.07,17.13
10-10-2025 16:10:40.066,875.05,17.15
10-10-2025 16:10:41.069,875.06,17.14
10-10-2025 16:10:42.176,875.00,17.14
10-10-2025 16:10:43.288,874.82,17.16
10-10-2025 16:10:44.403,874.82,17.14
10-10-2025 16:10:45.424,874.82,17.15
10-10-2025 16:10:46.448,874.70,17.15
10-10-2025 16:10:47.473,874.55,17.14
10-10-2025 16:10:48.500,874.55,17.14
10-10-2025 16:10:49.509,874.56,17.13
10-10-2025 16:10:50.695,874.80,17.14
10-10-2025 16:10:51.943,874.87,17.15
10-10-2025 16:10:53.096,874.87,17.15
10-10-2025 16:10:54.278,874.70,17.15
10-10-2025 16:10:55.538,874.30,17.15
10-10-2025 16:10:56.564,874.30,17.16
10-10-2025 16:10:57.750,874.29,17.17
10-10-2025 16:10:58.840,874.42,17.16
10-10-2025 16:11:00.021,874.47,17.15
10-10-2025 16:11:01.216,874.47,17.14
10-10-2025 16:11:02.222,874.57,17.15
10-10-2025 16:11:03.487,874.89,17.15
10-10-2025 16:11:04.604,874.89,17.15
10-10-2025 16:11:05.726,874.89,17.14
10-10-2025 16:11:06.816,874.76,17.12
10-10-2025 16:11:07.840,874.68,17.12
10-10-2025 16:11:08.922,874.69,17.11
10-10-2025 16:11:09.964,874.68,17.12
10-10-2025 16:11:11.098,874.95,17.12
10-10-2025 16:11:12.268,874.97,17.14
10-10-2025 16:11:13.292,874.97,17.14
10-10-2025 16:11:14.413,874.85,17.14
10-10-2025 16:11:15.533,874.61,17.15
10-10-2025 16:11:16.764,874.62,17.13
10-10-2025 16:11:17.853,874.62,17.13
10-10-2025 16:11:18.990,874.39,17.14
10-10-2025 16:11:20.157,874.32,17.14
10-10-2025 16:11:21.277,874.32,17.14
10-10-2025 16:11:22.381,874.36,17.13
10-10-2025 16:11:23.535,874.44,17.10
10-10-2025 16:11:24.591,874.44,17.11
10-10-2025 16:11:25.757,874.44,17.12
10-10-2025 16:11:26.901,874.15,17.14
10-10-2025 16:11:28.047,874.03,17.14
10-10-2025 16:11:29.104,874.03,17.14
10-10-2025 16:11:30.112,874.04,17.13
10-10-2025 16:11:31.298,874.23,17.13
10-10-2025 16:11:32.402,874.24,17.13
10-10-2025 16:11:33.506,874.24,17.13
10-10-2025 16:11:34.609,874.26,17.14
10-10-2025 16:11:35.665,874.30,17.13
10-10-2025 16:11:36.753,874.30,17.13
10-10-2025 16:11:37.840,874.31,17.12
10-10-2025 16:11:38.945,873.66,17.11
10-10-2025 16:11:39.950,873.27,17.12
10-10-2025 16:11:41.073,873.27,17.13
10-10-2025 16:11:42.150,873.27,17.14
10-10-2025 16:11:43.232,873.48,17.14
10-10-2025 16:11:44.370,873.53,17.14
10-10-2025 16:11:45.491,873.53,17.14
10-10-2025 16:11:46.578,873.40,17.13
10-10-2025 16:11:47.761,873.01,17.14
10-10-2025 16:11:48.820,873.00,17.14
10-10-2025 16:11:49.938,873.00,17.14
10-10-2025 16:11:50.947,873.18,17.14
10-10-2025 16:11:52.162,873.32,17.14
10-10-2025 16:11:53.186,873.33,17.12
10-10-2025 16:11:54.307,873.33,17.11
10-10-2025 16:11:55.324,873.53,17.11
10-10-2025 16:11:56.362,873.58,17.10
10-10-2025 16:11:57.525,873.58,17.11
10-10-2025 16:11:58.593,873.39,17.10
10-10-2025 16:11:59.709,872.69,17.10
10-10-2025 16:12:00.887,872.69,17.10
10-10-2025 16:12:01.926,872.69,17.10
10-10-2025 16:12:03.054,872.58,17.10
10-10-2025 16:12:04.200,872.49,17.10
10-10-2025 16:12:05.203,872.49,17.10
10-10-2025 16:12:06.318,872.49,17.10
10-10-2025 16:12:07.502,873.74,17.09
10-10-2025 16:12:08.615,873.87,17.10
10-10-2025 16:12:09.875,873.87,17.10
10-10-2025 16:12:10.909,873.46,17.11
10-10-2025 16:12:11.913,872.57,17.11
10-10-2025 16:12:13.120,872.57,17.13
10-10-2025 16:12:14.299,872.56,17.14
10-10-2025 16:12:15.316,872.46,17.14
10-10-2025 16:12:16.492,872.42,17.15
10-10-2025 16:12:17.524,872.43,17.13
10-10-2025 16:12:18.853,872.61,17.11
10-10-2025 16:12:19.930,873.15,17.11
10-10-2025 16:12:21.110,873.16,17.09
10-10-2025 16:12:22.257,873.16,17.11
10-10-2025 16:12:23.282,872.81,17.13
10-10-2025 16:12:24.428,872.64,17.12
10-10-2025 16:12:25.524,872.64,17.13
10-10-2025 16:12:26.687,872.64,17.12
10-10-2025 16:12:27.753,872.64,17.10
10-10-2025 16:12:29.005,872.63,17.11
10-10-2025 16:12:30.092,872.63,17.11
10-10-2025 16:12:31.285,872.18,17.11
10-10-2025 16:12:32.341,871.98,17.12
10-10-2025 16:12:33.363,871.98,17.12
10-10-2025 16:12:34.450,871.98,17.12
10-10-2025 16:12:35.565,872.23,17.11
10-10-2025 16:12:36.788,872.30,17.10
10-10-2025 16:12:37.840,872.30,17.09
10-10-2025 16:12:38.984,872.33,17.11
10-10-2025 16:12:40.224,872.41,17.10
10-10-2025 16:12:41.296,872.41,17.10
10-10-2025 16:12:42.489,872.42,17.09
10-10-2025 16:12:43.644,871.94,17.08
10-10-2025 16:12:44.667,871.87,17.08
10-10-2025 16:12:45.891,871.86,17.09
10-10-2025 16:12:47.157,871.95,17.07
10-10-2025 16:12:48.389,872.06,17.07
10-10-2025 16:12:49.409,872.06,17.07
10-10-2025 16:12:50.555,872.06,17.06
10-10-2025 16:12:51.615,872.32,17.06
10-10-2025 16:12:52.777,872.43,17.07
10-10-2025 16:12:53.859,872.43,17.07
10-10-2025 16:12:55.050,872.38,17.07
10-10-2025 16:12:56.333,872.25,17.06
10-10-2025 16:12:57.443,872.25,17.07
10-10-2025 16:12:58.494,872.24,17.09
10-10-2025 16:12:59.513,871.75,17.10
10-10-2025 16:13:00.676,871.60,17.09
10-10-2025 16:13:01.799,871.60,17.09
10-10-2025 16:13:03.032,871.69,17.06
10-10-2025 16:13:04.199,872.01,17.07
10-10-2025 16:13:05.202,872.01,17.07
10-10-2025 16:13:06.221,872.00,17.08
10-10-2025 16:13:07.364,872.35,17.08
10-10-2025 16:13:08.413,872.81,17.07
10-10-2025 16:13:09.619,872.81,17.07
10-10-2025 16:13:10.844,872.80,17.07
10-10-2025 16:13:11.972,872.59,17.07
10-10-2025 16:13:12.983,872.55,17.06
10-10-2025 16:13:14.318,872.56,17.04
10-10-2025 16:13:15.418,872.31,17.03
10-10-2025 16:13:16.613,872.07,17.03
10-10-2025 16:13:17.643,872.07,17.03
10-10-2025 16:13:18.891,872.07,17.04
10-10-2025 16:13:19.982,871.86,17.04
10-10-2025 16:13:21.000,871.83,17.05
10-10-2025 16:13:22.185,871.84,17.04
10-10-2025 16:13:23.289,871.88,17.05
10-10-2025 16:13:24.292,872.09,17.07
10-10-2025 16:13:25.543,872.09,17.08
10-10-2025 16:13:26.622,872.09,17.08
10-10-2025 16:13:27.872,872.05,17.06
10-10-2025 16:13:28.894,872.03,17.04
10-10-2025 16:13:29.919,872.03,17.03
10-10-2025 16:13:30.945,872.01,17.04
10-10-2025 16:13:32.197,871.73,17.05
10-10-2025 16:13:33.269,871.72,17.07
10-10-2025 16:13:34.326,871.71,17.09
10-10-2025 16:13:35.447,871.59,17.08
10-10-2025 16:13:36.489,871.22,17.07
10-10-2025 16:13:37.527,871.22,17.05
10-10-2025 16:13:38.646,871.22,17.06
10-10-2025 16:13:39.730,781.95,17.07
10-10-2025 16:13:40.857,731.04,17.06
10-10-2025 16:13:41.965,731.03,17.08
10-10-2025 16:13:43.028,731.04,17.07
10-10-2025 16:13:44.053,843.36,17.08
10-10-2025 16:13:45.126,867.74,17.07
10-10-2025 16:13:46.271,867.75,17.03
10-10-2025 16:13:47.345,868.57,17.02
10-10-2025 16:13:48.564,870.95,17.00
10-10-2025 16:13:49.656,870.93,17.03
10-10-2025 16:13:50.786,870.92,17.05
10-10-2025 16:13:52.108,870.80,17.03
10-10-2025 16:13:53.146,870.77,17.03
10-10-2025 16:13:54.200,870.78,17.03
10-10-2025 16:13:55.363,870.76,17.02
10-10-2025 16:13:56.458,870.69,17.03
10-10-2025 16:13:57.609,870.69,17.02
10-10-2025 16:13:58.796,870.69,17.02
10-10-2025 16:14:00.035,870.54,17.01
10-10-2025 16:14:01.181,870.46,17.03
10-10-2025 16:14:02.417,870.46,17.03
10-10-2025 16:14:03.654,870.44,17.02
10-10-2025 16:14:04.817,870.43,17.01
10-10-2025 16:14:05.839,870.43,17.01
10-10-2025 16:14:06.959,870.42,17.02
10-10-2025 16:14:08.182,870.34,17.04
10-10-2025 16:14:09.395,870.32,17.04
10-10-2025 16:14:10.564,870.33,17.03
10-10-2025 16:14:11.628,870.32,17.03
10-10-2025 16:14:12.777,870.29,17.03
10-10-2025 16:14:13.951,870.29,17.05
10-10-2025 16:14:14.991,870.29,17.04
10-10-2025 16:14:16.206,870.41,17.05
10-10-2025 16:14:17.350,870.45,17.04
10-10-2025 16:14:18.595,870.45,17.04
10-10-2025 16:14:19.646,870.36,17.04
10-10-2025 16:14:20.833,870.15,17.03
10-10-2025 16:14:22.006,870.15,17.03
10-10-2025 16:14:23.133,870.16,17.02
10-10-2025 16:14:24.278,869.60,17.02
10-10-2025 16:14:25.441,869.41,17.03
10-10-2025 16:14:26.706,869.41,17.02
10-10-2025 16:14:27.849,869.57,17.03
10-10-2025 16:14:28.948,869.99,17.03
10-10-2025 16:14:30.053,869.99,17.03
10-10-2025 16:14:31.163,869.98,17.05
10-10-2025 16:14:32.179,869.08,17.04
10-10-2025 16:14:33.316,868.79,17.03
10-10-2025 16:14:34.533,868.79,17.03
10-10-2025 16:14:35.884,869.02,17.02
10-10-2025 16:14:36.963,869.54,17.02
10-10-2025 16:14:38.056,869.54,17.00
10-10-2025 16:14:39.249,869.56,16.96
10-10-2025 16:14:40.425,869.77,16.95
10-10-2025 16:14:41.613,869.83,16.96
10-10-2025 16:14:42.683,869.81,16.99
10-10-2025 16:14:43.831,869.50,17.02
10-10-2025 16:14:44.974,868.78,17.03
10-10-2025 16:14:45.992,868.79,17.02
10-10-2025 16:14:47.028,868.79,17.01
10-10-2025 16:14:48.066,868.60,17.01
10-10-2025 16:14:49.082,868.30,17.01
10-10-2025 16:14:50.108,868.30,17.00
10-10-2025 16:14:51.245,868.30,17.00
10-10-2025 16:14:52.347,868.56,17.00
10-10-2025 16:14:53.356,868.65,16.99
10-10-2025 16:14:54.508,868.64,17.00
10-10-2025 16:14:55.540,868.62,17.02
10-10-2025 16:14:56.708,868.54,17.03
10-10-2025 16:14:57.780,868.54,17.05
10-10-2025 16:14:58.917,868.53,17.05
10-10-2025 16:15:00.114,868.52,17.03
10-10-2025 16:15:01.168,868.44,17.03
10-10-2025 16:15:02.301,868.44,17.03
10-10-2025 16:15:03.550,868.44,17.03
10-10-2025 16:15:04.678,868.07,17.04
10-10-2025 16:15:05.854,868.04,17.05
10-10-2025 16:15:07.075,868.04,17.04
10-10-2025 16:15:08.219,868.48,17.03
10-10-2025 16:15:09.273,869.03,17.02
10-10-2025 16:15:10.377,869.03,17.02
10-10-2025 16:15:11.519,869.03,17.03
10-10-2025 16:15:12.647,869.20,17.02
10-10-2025 16:15:13.875,869.21,17.03
10-10-2025 16:15:14.995,869.22,17.02
10-10-2025 16:15:16.263,868.52,17.03
10-10-2025 16:15:17.394,867.67,17.02
10-10-2025 16:15:18.554,867.67,17.03
10-10-2025 16:15:19.712,867.67,17.01
10-10-2025 16:15:20.849,868.42,17.01
10-10-2025 16:15:22.042,868.51,17.01
10-10-2025 16:15:23.048,868.51,17.02
10-10-2025 16:15:24.235,868.24,17.03
10-10-2025 16:15:25.413,867.84,17.03
10-10-2025 16:15:26.542,867.84,17.03
10-10-2025 16:15:27.594,867.85,17.02
10-10-2025 16:15:28.643,867.70,17.01
10-10-2025 16:15:29.879,867.64,17.01
10-10-2025 16:15:31.040,867.65,17.00
10-10-2025 16:15:32.136,867.82,17.01
10-10-2025 16:15:33.378,868.15,17.00
10-10-2025 16:15:34.510,868.15,17.01
10-10-2025 16:15:35.568,868.15,17.02
10-10-2025 16:15:36.585,867.70,17.02
10-10-2025 16:15:37.607,867.43,17.04
10-10-2025 16:15:38.814,867.43,17.03
10-10-2025 16:15:39.992,867.33,17.03
10-10-2025 16:15:41.192,866.39,17.02
10-10-2025 16:15:42.327,866.40,17.01
10-10-2025 16:15:43.489,866.40,17.02
10-10-2025 16:15:44.650,866.93,17.01
10-10-2025 16:15:45.652,867.27,17.00
10-10-2025 16:15:46.689,867.26,17.02
10-10-2025 16:15:47.701,867.27,17.00
10-10-2025 16:15:48.904,866.65,17.00
10-10-2025 16:15:49.926,866.50,17.00
10-10-2025 16:15:50.928,866.50,17.00
10-10-2025 16:15:52.120,866.51,17.01
10-10-2025 16:15:53.129,866.69,17.03
10-10-2025 16:15:54.177,866.70,17.02
10-10-2025 16:15:55.405,866.70,17.02
10-10-2025 16:15:56.606,866.75,17.02
10-10-2025 16:15:57.792,866.79,17.03
10-10-2025 16:15:58.860,866.79,17.04
10-10-2025 16:15:59.944,866.76,17.04
10-10-2025 16:16:01.153,866.31,17.05
10-10-2025 16:16:02.225,866.27,17.04
10-10-2025 16:16:03.364,866.28,17.03
10-10-2025 16:16:04.468,866.27,17.03
10-10-2025 16:16:05.539,866.25,17.02
10-10-2025 16:16:06.548,866.25,17.03
10-10-2025 16:16:07.718,866.26,17.01
10-10-2025 16:16:08.980,865.80,17.01
10-10-2025 16:16:10.037,865.61,17.02
10-10-2025 16:16:11.157,865.61,17.02
10-10-2025 16:16:12.206,865.60,17.03
10-10-2025 16:16:13.213,866.07,17.03
10-10-2025 16:16:14.368,866.12,17.02
10-10-2025 16:16:15.443,866.12,17.03
10-10-2025 16:16:16.636,865.89,17.03
10-10-2025 16:16:17.752,865.54,17.03
10-10-2025 16:16:18.935,865.55,17.02
10-10-2025 16:16:20.189,865.55,17.01
10-10-2025 16:16:21.244,865.27,17.00
10-10-2025 16:16:22.301,865.25,17.00
10-10-2025 16:16:23.453,865.24,17.01
10-10-2025 16:16:24.509,865.30,17.03
10-10-2025 16:16:25.757,865.46,17.03
10-10-2025 16:16:26.823,865.46,17.03
10-10-2025 16:16:28.030,865.44,17.03
10-10-2025 16:16:29.374,865.14,17.02
10-10-2025 16:16:30.448,865.14,17.02
10-10-2025 16:16:31.571,865.14,17.01
10-10-2025 16:16:32.756,865.01,17.03
10-10-2025 16:16:33.766,864.88,17.03
10-10-2025 16:16:34.856,864.88,17.01
10-10-2025 16:16:36.008,864.89,17.00
10-10-2025 16:16:37.113,865.68,17.00
10-10-2025 16:16:38.265,865.99,17.00
10-10-2025 16:16:39.414,865.99,17.00
10-10-2025 16:16:40.540,865.92,17.01
10-10-2025 16:16:41.668,865.71,17.00
10-10-2025 16:16:42.928,865.70,17.03
10-10-2025 16:16:44.159,865.70,17.02
10-10-2025 16:16:45.309,865.00,17.03
10-10-2025 16:16:46.494,864.81,17.01
10-10-2025 16:16:47.501,864.82,17.00
10-10-2025 16:16:48.620,864.90,17.00
10-10-2025 16:16:49.642,865.42,17.00
10-10-2025 16:16:50.812,865.42,17.01
10-10-2025 16:16:52.079,865.41,17.02
10-10-2025 16:16:53.101,865.17,17.01
10-10-2025 16:16:54.125,864.95,17.02
10-10-2025 16:16:55.143,864.95,17.01
10-10-2025 16:16:56.148,864.95,17.01
10-10-2025 16:16:57.319,864.60,17.03
10-10-2025 16:16:58.363,864.48,17.02
10-10-2025 16:16:59.546,864.48,17.03
10-10-2025 16:17:00.778,864.46,17.03
10-10-2025 16:17:01.787,864.53,17.02
10-10-2025 16:17:02.859,864.53,17.02
10-10-2025 16:17:03.916,864.54,17.01
10-10-2025 16:17:04.987,864.47,17.02
10-10-2025 16:17:06.044,864.34,17.01
10-10-2025 16:17:07.132,864.34,17.01
10-10-2025 16:17:08.156,864.34,17.01
10-10-2025 16:17:09.196,864.23,17.01
10-10-2025 16:17:10.269,864.14,17.02
10-10-2025 16:17:11.277,864.13,17.03
10-10-2025 16:17:12.333,864.14,17.02
10-10-2025 16:17:13.459,864.26,17.03
10-10-2025 16:17:14.546,864.33,17.04
10-10-2025 16:17:15.648,864.33,17.03
10-10-2025 16:17:16.721,864.26,17.02
10-10-2025 16:17:17.778,863.70,17.00
10-10-2025 16:17:19.108,863.71,16.99
10-10-2025 16:17:20.324,863.71,16.99
10-10-2025 16:17:21.346,864.28,17.00
10-10-2025 16:17:22.371,864.63,17.00
10-10-2025 16:17:23.377,864.63,17.01
10-10-2025 16:17:24.513,864.63,17.01
10-10-2025 16:17:25.555,865.16,16.99
10-10-2025 16:17:26.723,865.27,17.00
10-10-2025 16:17:27.796,865.27,17.00
10-10-2025 16:17:28.837,865.11,17.01
10-10-2025 16:17:29.847,864.20,17.03
10-10-2025 16:17:30.870,864.15,17.03
10-10-2025 16:17:32.071,864.15,17.03
10-10-2025 16:17:33.381,864.28,17.02
10-10-2025 16:17:34.624,864.36,17.01
10-10-2025 16:17:35.632,864.36,17.01
10-10-2025 16:17:36.767,864.35,17.01
10-10-2025 16:17:37.779,864.00,17.01
10-10-2025 16:17:38.799,863.94,17.02
10-10-2025 16:17:39.800,863.95,17.00
10-10-2025 16:17:40.988,863.97,17.00
10-10-2025 16:17:42.129,864.03,16.99
10-10-2025 16:17:43.404,864.03,16.99
10-10-2025 16:17:44.558,864.03,16.99
10-10-2025 16:17:45.729,863.88,16.99
10-10-2025 16:17:46.838,863.86,17.00
10-10-2025 16:17:48.054,863.86,17.00
10-10-2025 16:17:49.270,863.63,17.01
10-10-2025 16:17:50.389,863.34,17.00
10-10-2025 16:17:51.445,863.34,17.00
10-10-2025 16:17:52.550,863.34,17.00
10-10-2025 16:17:53.556,863.75,17.00
10-10-2025 16:17:54.796,863.94,17.00
10-10-2025 16:17:56.076,863.94,17.03
10-10-2025 16:17:57.244,863.57,17.04
10-10-2025 16:17:58.293,862.91,17.05
10-10-2025 16:17:59.348,862.91,17.04
10-10-2025 16:18:00.545,862.93,17.00
10-10-2025 16:18:01.683,862.90,16.99
10-10-2025 16:18:02.848,862.88,16.98
10-10-2025 16:18:03.936,862.88,16.99
10-10-2025 16:18:05.060,862.86,17.00
10-10-2025 16:18:06.263,862.83,17.00
10-10-2025 16:18:07.350,862.83,17.00
10-10-2025 16:18:08.481,862.83,17.00
10-10-2025 16:18:09.546,862.64,17.01
10-10-2025 16:18:10.770,862.51,17.01
10-10-2025 16:18:11.849,862.51,17.01
10-10-2025 16:18:13.120,862.52,17.01
10-10-2025 16:18:14.371,862.53,17.01
10-10-2025 16:18:15.430,862.52,17.01
10-10-2025 16:18:16.568,862.53,17.01
10-10-2025 16:18:17.575,862.21,17.01
10-10-2025 16:18:18.802,861.90,17.02
10-10-2025 16:18:19.984,861.90,17.01
10-10-2025 16:18:21.019,861.91,17.02
10-10-2025 16:18:22.121,862.15,17.04
10-10-2025 16:18:23.382,862.16,17.04
10-10-2025 16:18:24.542,862.16,17.03
10-10-2025 16:18:25.609,861.23,17.02
10-10-2025 16:18:26.841,860.29,17.02
10-10-2025 16:18:27.882,860.28,17.03
10-10-2025 16:18:28.906,860.28,17.03
10-10-2025 16:18:30.074,861.43,17.03
10-10-2025 16:18:31.211,861.66,17.02
10-10-2025 16:18:32.283,861.66,17.01
10-10-2025 16:18:33.321,861.59,17.03
10-10-2025 16:18:34.586,861.45,17.03
10-10-2025 16:18:35.643,861.45,17.02
10-10-2025 16:18:36.795,861.46,17.01
10-10-2025 16:18:37.819,861.02,17.00
10-10-2025 16:18:38.972,860.83,17.01
10-10-2025 16:18:40.131,860.82,17.02
10-10-2025 16:18:41.305,860.69,17.01
10-10-2025 16:18:42.445,860.21,17.02
10-10-2025 16:18:43.469,860.21,17.01
10-10-2025 16:18:44.573,860.21,17.02
10-10-2025 16:18:45.661,860.10,17.03
10-10-2025 16:18:46.734,859.94,17.03
10-10-2025 16:18:47.855,859.94,17.03
10-10-2025 16:18:48.910,859.94,17.03
10-10-2025 16:18:50.030,859.63,17.02
10-10-2025 16:18:51.199,859.48,17.02
10-10-2025 16:18:52.427,859.48,17.02
10-10-2025 16:18:53.567,859.47,17.03
10-10-2025 16:18:54.639,859.47,17.02
10-10-2025 16:18:55.951,859.47,17.02
10-10-2025 16:18:57.055,859.47,17.02
10-10-2025 16:18:58.063,859.66,17.02
10-10-2025 16:18:59.214,859.76,17.04
10-10-2025 16:19:00.428,859.76,17.05
10-10-2025 16:19:01.502,859.80,17.04
10-10-2025 16:19:02.673,859.86,17.04
10-10-2025 16:19:03.892,859.87,17.03
10-10-2025 16:19:05.020,859.88,17.03
10-10-2025 16:19:06.045,859.80,17.01
10-10-2025 16:19:07.063,859.78,17.00
10-10-2025 16:19:08.208,859.78,17.00
10-10-2025 16:19:09.355,859.77,17.01
10-10-2025 16:19:10.361,859.13,17.04
10-10-2025 16:19:11.379,859.04,17.05
10-10-2025 16:19:12.610,859.05,17.03
10-10-2025 16:19:13.666,858.97,17.03
10-10-2025 16:19:14.733,858.63,17.02
10-10-2025 16:19:15.762,858.62,17.04
10-10-2025 16:19:16.836,858.62,17.05
10-10-2025 16:19:17.862,858.65,17.07
10-10-2025 16:19:19.030,858.70,17.06
10-10-2025 16:19:20.214,858.70,17.06
10-10-2025 16:19:21.255,858.75,17.06
10-10-2025 16:19:22.470,859.33,17.05
10-10-2025 16:19:23.575,859.38,17.06
10-10-2025 16:19:24.775,859.38,17.05
10-10-2025 16:19:25.861,859.18,17.06
10-10-2025 16:19:26.879,858.63,17.06
10-10-2025 16:19:28.004,858.64,17.05
10-10-2025 16:19:29.088,858.64,17.04
10-10-2025 16:19:30.202,858.42,17.05
10-10-2025 16:19:31.326,858.25,17.06
10-10-2025 16:19:32.519,858.25,17.05
10-10-2025 16:19:33.666,858.27,17.05
10-10-2025 16:19:34.767,858.41,17.05
10-10-2025 16:19:35.913,858.41,17.05
10-10-2025 16:19:37.213,858.41,17.05
10-10-2025 16:19:38.388,857.83,17.04
10-10-2025 16:19:39.396,857.75,17.04
10-10-2025 16:19:40.456,857.75,17.03
