Fri Oct 10 15:57:29 CEST 2025

 ,Sensor type and serial number, 
 ,DR30-D1 65086, 

Time stamp,Irradiance [W/m^2],Temperature [degr Cels]
10-10-2025 16:19:41.653,857.76,17.03
10-10-2025 16:19:42.900,857.79,17.01
10-10-2025 16:19:44.062,857.79,17.01
10-10-2025 16:19:45.282,857.78,17.03
10-10-2025 16:19:46.399,857.95,17.05
10-10-2025 16:19:47.442,858.05,17.05
10-10-2025 16:19:48.638,858.05,17.05
10-10-2025 16:19:49.786,857.99,17.04
10-10-2025 16:19:51.011,857.78,17.05
10-10-2025 16:19:52.130,857.78,17.06
10-10-2025 16:19:53.329,857.77,17.07
10-10-2025 16:19:54.524,857.29,17.06
10-10-2025 16:19:55.592,857.23,17.05
10-10-2025 16:19:56.702,857.24,17.03
10-10-2025 16:19:57.842,857.22,17.04
10-10-2025 16:19:58.958,857.06,17.05
10-10-2025 16:20:00.114,857.06,17.06
10-10-2025 16:20:01.410,857.05,17.08
10-10-2025 16:20:02.508,857.77,17.08
10-10-2025 16:20:03.748,858.16,17.07
10-10-2025 16:20:04.828,858.16,17.08
10-10-2025 16:20:05.894,858.18,17.07
10-10-2025 16:20:06.936,858.39,17.07
10-10-2025 16:20:07.988,858.39,17.08
10-10-2025 16:20:09.045,858.40,17.07
10-10-2025 16:20:10.052,858.33,17.07
10-10-2025 16:20:11.271,858.14,17.07
10-10-2025 16:20:12.523,858.14,17.08
10-10-2025 16:20:13.658,858.13,17.09
10-10-2025 16:20:14.841,858.30,17.10
10-10-2025 16:20:15.862,858.32,17.10
10-10-2025 16:20:17.029,858.33,17.08
10-10-2025 16:20:18.055,858.16,17.08
10-10-2025 16:20:19.080,856.95,17.07
10-10-2025 16:20:20.235,856.94,17.10
10-10-2025 16:20:21.485,856.93,17.10
10-10-2025 16:20:22.607,857.53,17.11
10-10-2025 16:20:23.711,857.82,17.11
10-10-2025 16:20:24.783,857.83,17.10
10-10-2025 16:20:25.871,857.82,17.10
10-10-2025 16:20:27.085,857.83,17.08
10-10-2025 16:20:28.271,857.83,17.08
10-10-2025 16:20:29.376,857.83,17.09
10-10-2025 16:20:30.512,857.25,17.09
10-10-2025 16:20:31.649,856.76,17.10
10-10-2025 16:20:32.803,856.76,17.10
10-10-2025 16:20:33.939,856.81,17.10
10-10-2025 16:20:35.125,857.13,17.11
10-10-2025 16:20:36.149,857.13,17.10
10-10-2025 16:20:37.248,857.13,17.10
10-10-2025 16:20:38.511,856.91,17.11
10-10-2025 16:20:39.700,856.73,17.11
10-10-2025 16:20:40.745,856.74,17.10
10-10-2025 16:20:41.820,856.74,17.10
10-10-2025 16:20:42.900,857.34,17.08
10-10-2025 16:20:43.919,857.44,17.07
10-10-2025 16:20:45.019,857.44,17.09
10-10-2025 16:20:46.051,857.47,17.10
10-10-2025 16:20:47.124,858.15,17.10
10-10-2025 16:20:48.290,858.21,17.12
10-10-2025 16:20:49.329,858.21,17.12
10-10-2025 16:20:50.542,858.11,17.12
10-10-2025 16:20:51.546,857.96,17.11
10-10-2025 16:20:52.553,857.96,17.10
10-10-2025 16:20:53.555,857.96,17.10
10-10-2025 16:20:54.673,857.84,17.10
10-10-2025 16:20:55.798,857.69,17.10
10-10-2025 16:20:56.961,857.69,17.10
10-10-2025 16:20:57.991,857.69,17.10
10-10-2025 16:20:59.292,857.76,17.10
10-10-2025 16:21:00.512,857.76,17.10
10-10-2025 16:21:01.532,857.76,17.10
10-10-2025 16:21:02.568,857.56,17.12
10-10-2025 16:21:03.833,857.37,17.11
10-10-2025 16:21:05.029,857.37,17.12
10-10-2025 16:21:06.057,857.37,17.11
10-10-2025 16:21:07.094,857.73,17.11
10-10-2025 16:21:08.145,857.78,17.13
10-10-2025 16:21:09.376,857.78,17.13
10-10-2025 16:21:10.587,857.93,17.12
10-10-2025 16:21:11.594,858.30,17.12
10-10-2025 16:21:12.702,858.30,17.11
10-10-2025 16:21:13.705,858.30,17.12
10-10-2025 16:21:14.807,857.70,17.11
10-10-2025 16:21:16.021,857.23,17.13
10-10-2025 16:21:17.335,857.24,17.11
10-10-2025 16:21:18.370,857.28,17.14
10-10-2025 16:21:19.402,857.66,17.14
10-10-2025 16:21:20.639,857.69,17.14
10-10-2025 16:21:21.915,857.69,17.14
10-10-2025 16:21:23.086,856.81,17.13
10-10-2025 16:21:24.178,856.44,17.12
10-10-2025 16:21:25.236,856.44,17.14
10-10-2025 16:21:26.396,856.42,17.15
10-10-2025 16:21:27.449,856.26,17.15
10-10-2025 16:21:28.562,856.24,17.17
10-10-2025 16:21:29.674,856.25,17.15
10-10-2025 16:21:30.883,856.37,17.15
10-10-2025 16:21:31.981,856.50,17.16
10-10-2025 16:21:33.150,856.50,17.17
10-10-2025 16:21:34.273,856.47,17.17
10-10-2025 16:21:35.494,855.83,17.17
10-10-2025 16:21:36.513,855.84,17.15
10-10-2025 16:21:37.717,855.84,17.14
10-10-2025 16:21:38.878,855.80,17.14
10-10-2025 16:21:39.981,855.77,17.14
10-10-2025 16:21:40.991,855.77,17.14
10-10-2025 16:21:42.160,855.77,17.15
10-10-2025 16:21:43.215,855.64,17.16
10-10-2025 16:21:44.330,855.57,17.18
10-10-2025 16:21:45.628,855.57,17.20
10-10-2025 16:21:47.012,855.72,17.21
10-10-2025 16:21:48.029,855.90,17.21
10-10-2025 16:21:49.189,855.91,17.19
10-10-2025 16:21:50.290,855.91,17.19
10-10-2025 16:21:51.297,855.64,17.19
10-10-2025 16:21:52.303,855.53,17.18
10-10-2025 16:21:53.370,855.53,17.18
10-10-2025 16:21:54.524,855.50,17.19
10-10-2025 16:21:55.607,855.00,17.17
10-10-2025 16:21:56.723,854.98,17.17
10-10-2025 16:21:57.882,854.98,17.16
10-10-2025 16:21:58.914,855.13,17.17
10-10-2025 16:21:59.934,855.36,17.18
10-10-2025 16:22:01.047,855.36,17.18
10-10-2025 16:22:02.120,855.36,17.18
10-10-2025 16:22:03.217,854.93,17.17
10-10-2025 16:22:04.262,854.50,17.17
10-10-2025 16:22:05.357,854.50,17.17
10-10-2025 16:22:06.457,854.49,17.17
10-10-2025 16:22:07.708,854.25,17.18
10-10-2025 16:22:08.955,854.22,17.20
10-10-2025 16:22:09.986,854.22,17.19
10-10-2025 16:22:11.141,853.82,17.20
10-10-2025 16:22:12.378,853.42,17.22
10-10-2025 16:22:13.392,853.42,17.22
10-10-2025 16:22:14.426,853.43,17.20
10-10-2025 16:22:15.536,854.30,17.18
10-10-2025 16:22:16.753,854.40,17.17
10-10-2025 16:22:17.976,854.39,17.18
10-10-2025 16:22:19.100,854.48,17.19
10-10-2025 16:22:20.260,854.59,17.21
10-10-2025 16:22:21.433,854.59,17.21
10-10-2025 16:22:22.573,854.60,17.21
10-10-2025 16:22:23.796,854.63,17.20
10-10-2025 16:22:24.832,854.62,17.19
10-10-2025 16:22:25.992,854.62,17.19
10-10-2025 16:22:27.009,854.60,17.21
10-10-2025 16:22:28.102,854.58,17.21
10-10-2025 16:22:29.335,854.58,17.21
10-10-2025 16:22:30.463,854.58,17.21
10-10-2025 16:22:31.514,854.48,17.21
10-10-2025 16:22:32.583,854.45,17.21
10-10-2025 16:22:33.614,854.44,17.21
10-10-2025 16:22:34.830,854.47,17.23
10-10-2025 16:22:35.994,854.64,17.22
10-10-2025 16:22:37.151,854.64,17.22
10-10-2025 16:22:38.153,854.64,17.22
10-10-2025 16:22:39.355,854.45,17.21
10-10-2025 16:22:40.490,854.29,17.21
10-10-2025 16:22:41.553,854.29,17.22
10-10-2025 16:22:42.840,854.29,17.22
10-10-2025 16:22:43.856,854.01,17.22
10-10-2025 16:22:44.870,853.98,17.21
10-10-2025 16:22:46.082,853.98,17.21
10-10-2025 16:22:47.289,854.34,17.19
10-10-2025 16:22:48.525,854.78,17.19
10-10-2025 16:22:49.621,854.77,17.20
10-10-2025 16:22:50.652,854.77,17.21
10-10-2025 16:22:51.783,855.70,17.23
10-10-2025 16:22:53.038,855.77,17.22
10-10-2025 16:22:54.089,855.77,17.22
10-10-2025 16:22:55.131,855.14,17.22
10-10-2025 16:22:56.391,853.68,17.24
10-10-2025 16:22:57.401,853.67,17.25
10-10-2025 16:22:58.637,853.67,17.25
10-10-2025 16:22:59.829,854.55,17.25
10-10-2025 16:23:01.222,854.64,17.25
10-10-2025 16:23:02.425,854.65,17.24
10-10-2025 16:23:03.524,854.93,17.25
10-10-2025 16:23:04.637,855.25,17.26
10-10-2025 16:23:05.809,855.26,17.26
10-10-2025 16:23:06.826,855.25,17.26
10-10-2025 16:23:07.950,855.12,17.25
10-10-2025 16:23:09.150,855.09,17.26
10-10-2025 16:23:10.345,855.09,17.25
10-10-2025 16:23:11.486,854.82,17.24
10-10-2025 16:23:12.550,854.49,17.23
10-10-2025 16:23:13.694,854.49,17.22
10-10-2025 16:23:14.792,854.49,17.22
10-10-2025 16:23:15.888,853.92,17.24
10-10-2025 16:23:17.091,853.79,17.24
10-10-2025 16:23:18.129,853.79,17.25
10-10-2025 16:23:19.177,853.76,17.25
10-10-2025 16:23:20.410,853.70,17.25
10-10-2025 16:23:21.669,853.69,17.26
10-10-2025 16:23:22.881,853.69,17.27
10-10-2025 16:23:24.008,853.55,17.27
10-10-2025 16:23:25.152,853.53,17.27
10-10-2025 16:23:26.217,853.54,17.26
10-10-2025 16:23:27.238,853.53,17.25
10-10-2025 16:23:28.396,853.47,17.27
10-10-2025 16:23:29.572,853.47,17.28
10-10-2025 16:23:30.606,853.47,17.28
10-10-2025 16:23:31.838,853.69,17.26
10-10-2025 16:23:32.840,853.85,17.26
10-10-2025 16:23:33.995,853.85,17.26
10-10-2025 16:23:35.132,853.89,17.27
10-10-2025 16:23:36.291,854.80,17.27
10-10-2025 16:23:37.509,854.92,17.27
10-10-2025 16:23:38.517,854.92,17.26
10-10-2025 16:23:39.711,854.65,17.26
10-10-2025 16:23:40.861,854.31,17.27
10-10-2025 16:23:42.057,854.30,17.28
10-10-2025 16:23:43.237,854.28,17.29
10-10-2025 16:23:44.380,853.78,17.31
10-10-2025 16:23:45.577,853.76,17.29
10-10-2025 16:23:46.888,853.76,17.29
10-10-2025 16:23:48.050,853.88,17.29
10-10-2025 16:23:49.183,853.95,17.28
10-10-2025 16:23:50.272,853.95,17.28
10-10-2025 16:23:51.475,853.93,17.28
10-10-2025 16:23:52.732,853.83,17.30
10-10-2025 16:23:53.832,853.83,17.31
10-10-2025 16:23:55.024,853.83,17.30
10-10-2025 16:23:56.106,853.80,17.31
10-10-2025 16:23:57.389,853.79,17.31
10-10-2025 16:23:58.584,853.79,17.32
10-10-2025 16:23:59.779,853.81,17.31
10-10-2025 16:24:00.882,853.83,17.28
10-10-2025 16:24:02.038,853.83,17.29
10-10-2025 16:24:03.075,853.83,17.29
10-10-2025 16:24:04.171,853.86,17.31
10-10-2025 16:24:05.266,853.91,17.32
10-10-2025 16:24:06.440,853.91,17.32
10-10-2025 16:24:07.676,853.90,17.33
10-10-2025 16:24:08.713,853.79,17.32
10-10-2025 16:24:09.872,853.78,17.34
10-10-2025 16:24:11.018,853.79,17.33
10-10-2025 16:24:12.138,853.52,17.34
10-10-2025 16:24:13.207,853.36,17.34
10-10-2025 16:24:14.246,853.37,17.33
10-10-2025 16:24:15.394,853.43,17.32
10-10-2025 16:24:16.506,854.37,17.32
10-10-2025 16:24:17.733,854.43,17.32
10-10-2025 16:24:19.047,854.43,17.34
10-10-2025 16:24:20.067,854.01,17.34
10-10-2025 16:24:21.182,853.74,17.34
10-10-2025 16:24:22.242,853.74,17.34
10-10-2025 16:24:23.397,853.74,17.34
10-10-2025 16:24:24.556,853.53,17.34
10-10-2025 16:24:25.791,853.50,17.33
10-10-2025 16:24:27.117,853.51,17.31
10-10-2025 16:24:28.322,853.55,17.31
10-10-2025 16:24:29.341,853.55,17.32
10-10-2025 16:24:30.382,853.55,17.33
10-10-2025 16:24:31.585,853.48,17.34
10-10-2025 16:24:32.672,852.75,17.34
10-10-2025 16:24:33.885,852.72,17.35
10-10-2025 16:24:35.041,852.72,17.35
10-10-2025 16:24:36.183,852.51,17.35
10-10-2025 16:24:37.202,852.11,17.35
10-10-2025 16:24:38.274,852.11,17.35
10-10-2025 16:24:39.466,852.10,17.35
10-10-2025 16:24:40.615,852.64,17.36
10-10-2025 16:24:41.846,852.72,17.36
10-10-2025 16:24:42.931,852.73,17.35
10-10-2025 16:24:43.999,852.85,17.34
10-10-2025 16:24:45.269,853.00,17.34
10-10-2025 16:24:46.386,853.00,17.34
10-10-2025 16:24:47.503,853.00,17.35
10-10-2025 16:24:48.660,852.40,17.35
10-10-2025 16:24:49.989,852.33,17.36
10-10-2025 16:24:51.025,852.33,17.37
10-10-2025 16:24:52.248,852.63,17.35
10-10-2025 16:24:53.393,852.93,17.35
10-10-2025 16:24:54.512,852.93,17.35
10-10-2025 16:24:55.529,852.93,17.35
10-10-2025 16:24:56.547,852.29,17.35
10-10-2025 16:24:57.582,852.13,17.35
10-10-2025 16:24:58.601,852.13,17.35
10-10-2025 16:24:59.635,852.17,17.36
10-10-2025 16:25:00.824,852.81,17.37
10-10-2025 16:25:01.858,852.86,17.37
10-10-2025 16:25:02.924,852.87,17.35
10-10-2025 16:25:04.148,852.91,17.34
10-10-2025 16:25:05.345,852.99,17.35
10-10-2025 16:25:06.391,852.99,17.34
10-10-2025 16:25:07.531,852.99,17.35
10-10-2025 16:25:08.702,852.05,17.37
10-10-2025 16:25:09.770,851.92,17.37
10-10-2025 16:25:10.900,851.92,17.37
10-10-2025 16:25:11.902,851.93,17.37
10-10-2025 16:25:12.942,852.10,17.37
10-10-2025 16:25:14.058,852.12,17.38
10-10-2025 16:25:15.173,852.12,17.37
10-10-2025 16:25:16.441,852.05,17.38
10-10-2025 16:25:17.579,852.00,17.36
10-10-2025 16:25:18.588,852.00,17.37
10-10-2025 16:25:19.692,851.99,17.39
10-10-2025 16:25:20.719,852.05,17.38
10-10-2025 16:25:21.793,852.04,17.39
10-10-2025 16:25:23.033,852.04,17.39
10-10-2025 16:25:24.187,851.99,17.39
10-10-2025 16:25:25.271,851.84,17.39
10-10-2025 16:25:26.342,851.84,17.37
10-10-2025 16:25:27.534,851.84,17.37
10-10-2025 16:25:28.582,851.40,17.37
10-10-2025 16:25:29.725,851.08,17.38
10-10-2025 16:25:30.888,851.07,17.39
10-10-2025 16:25:32.110,851.15,17.39
10-10-2025 16:25:33.209,851.67,17.39
10-10-2025 16:25:34.237,851.67,17.39
10-10-2025 16:25:35.510,851.67,17.39
10-10-2025 16:25:36.638,851.68,17.39
10-10-2025 16:25:37.785,851.68,17.39
10-10-2025 16:25:38.862,851.68,17.39
10-10-2025 16:25:40.170,851.64,17.39
10-10-2025 16:25:41.313,851.47,17.39
10-10-2025 16:25:42.478,851.47,17.39
10-10-2025 16:25:43.642,851.47,17.40
10-10-2025 16:25:44.687,851.18,17.39
10-10-2025 16:25:45.773,850.85,17.40
10-10-2025 16:25:47.018,850.85,17.40
10-10-2025 16:25:48.161,850.82,17.41
10-10-2025 16:25:49.240,850.63,17.41
10-10-2025 16:25:50.259,850.62,17.40
10-10-2025 16:25:51.389,850.62,17.41
10-10-2025 16:25:52.396,850.42,17.41
10-10-2025 16:25:53.663,850.09,17.41
10-10-2025 16:25:54.811,850.09,17.40
10-10-2025 16:25:56.037,850.10,17.38
10-10-2025 16:25:57.163,850.76,17.37
10-10-2025 16:25:58.383,850.82,17.35
10-10-2025 16:25:59.555,850.82,17.37
10-10-2025 16:26:00.668,850.66,17.38
10-10-2025 16:26:01.742,850.27,17.40
10-10-2025 16:26:02.894,850.26,17.42
10-10-2025 16:26:04.043,850.26,17.42
10-10-2025 16:26:05.196,849.93,17.42
10-10-2025 16:26:06.373,849.91,17.41
10-10-2025 16:26:07.502,849.90,17.41
10-10-2025 16:26:08.627,849.98,17.42
10-10-2025 16:26:09.629,850.19,17.41
10-10-2025 16:26:10.782,850.18,17.42
10-10-2025 16:26:11.886,850.19,17.41
10-10-2025 16:26:12.998,849.51,17.39
10-10-2025 16:26:14.151,849.21,17.41
10-10-2025 16:26:15.320,849.21,17.41
10-10-2025 16:26:16.342,849.23,17.42
10-10-2025 16:26:17.493,849.59,17.41
10-10-2025 16:26:18.690,849.59,17.41
10-10-2025 16:26:19.777,849.59,17.41
10-10-2025 16:26:20.947,849.98,17.42
10-10-2025 16:26:21.951,850.35,17.42
10-10-2025 16:26:23.078,850.35,17.42
10-10-2025 16:26:24.172,850.35,17.42
10-10-2025 16:26:25.210,849.26,17.42
10-10-2025 16:26:26.277,849.11,17.42
10-10-2025 16:26:27.407,849.11,17.42
10-10-2025 16:26:28.695,849.53,17.42
10-10-2025 16:26:29.929,850.31,17.41
10-10-2025 16:26:31.113,850.30,17.42
10-10-2025 16:26:32.245,850.24,17.42
10-10-2025 16:26:33.462,849.12,17.42
10-10-2025 16:26:34.599,848.99,17.42
10-10-2025 16:26:35.826,848.99,17.42
10-10-2025 16:26:36.920,849.28,17.42
10-10-2025 16:26:38.047,849.64,17.42
10-10-2025 16:26:39.164,849.64,17.42
10-10-2025 16:26:40.283,849.64,17.42
10-10-2025 16:26:41.527,849.58,17.43
10-10-2025 16:26:42.597,849.57,17.42
10-10-2025 16:26:43.804,849.57,17.43
10-10-2025 16:26:44.822,849.10,17.45
10-10-2025 16:26:45.964,848.37,17.45
10-10-2025 16:26:47.015,848.37,17.44
10-10-2025 16:26:48.240,848.37,17.43
10-10-2025 16:26:49.335,848.76,17.44
10-10-2025 16:26:50.456,848.85,17.45
10-10-2025 16:26:51.685,848.84,17.46
10-10-2025 16:26:52.831,848.85,17.45
10-10-2025 16:26:53.998,848.87,17.45
10-10-2025 16:26:55.105,848.87,17.45
10-10-2025 16:26:56.305,848.87,17.44
10-10-2025 16:26:57.391,849.58,17.44
10-10-2025 16:26:58.682,849.71,17.44
10-10-2025 16:26:59.885,849.71,17.45
10-10-2025 16:27:01.121,849.29,17.46
10-10-2025 16:27:02.258,848.77,17.45
10-10-2025 16:27:03.327,848.77,17.45
10-10-2025 16:27:04.469,848.77,17.44
10-10-2025 16:27:05.537,849.17,17.44
10-10-2025 16:27:06.771,849.21,17.47
10-10-2025 16:27:07.808,849.21,17.48
10-10-2025 16:27:08.921,849.00,17.48
10-10-2025 16:27:09.931,848.32,17.47
10-10-2025 16:27:10.947,848.33,17.47
10-10-2025 16:27:12.061,848.33,17.46
10-10-2025 16:27:13.224,848.63,17.46
10-10-2025 16:27:14.354,848.93,17.44
10-10-2025 16:27:15.466,848.92,17.46
10-10-2025 16:27:16.548,848.87,17.45
10-10-2025 16:27:17.853,848.02,17.48
10-10-2025 16:27:19.043,847.97,17.48
10-10-2025 16:27:20.160,847.98,17.47
10-10-2025 16:27:21.304,848.13,17.47
10-10-2025 16:27:22.508,848.25,17.48
10-10-2025 16:27:23.589,848.25,17.48
10-10-2025 16:27:24.824,848.23,17.48
10-10-2025 16:27:25.840,848.12,17.45
10-10-2025 16:27:26.893,848.14,17.44
10-10-2025 16:27:27.991,848.14,17.44
10-10-2025 16:27:29.039,848.68,17.45
10-10-2025 16:27:30.323,849.94,17.45
10-10-2025 16:27:31.480,849.94,17.44
10-10-2025 16:27:32.548,849.93,17.46
10-10-2025 16:27:33.570,849.10,17.47
10-10-2025 16:27:34.639,848.64,17.49
10-10-2025 16:27:35.765,848.63,17.50
10-10-2025 16:27:36.895,848.47,17.50
10-10-2025 16:27:38.022,846.93,17.50
10-10-2025 16:27:39.333,846.93,17.49
10-10-2025 16:27:40.369,846.93,17.49
10-10-2025 16:27:41.592,847.33,17.49
10-10-2025 16:27:42.697,847.56,17.47
10-10-2025 16:27:43.757,847.56,17.47
10-10-2025 16:27:44.885,847.63,17.46
10-10-2025 16:27:45.952,848.73,17.46
10-10-2025 16:27:47.173,848.86,17.48
10-10-2025 16:27:48.236,848.85,17.50
10-10-2025 16:27:49.394,848.85,17.51
10-10-2025 16:27:50.542,848.85,17.50
10-10-2025 16:27:51.748,848.86,17.49
10-10-2025 16:27:52.884,848.86,17.49
10-10-2025 16:27:54.040,848.65,17.51
10-10-2025 16:27:55.231,848.64,17.51
10-10-2025 16:27:56.509,848.64,17.50
10-10-2025 16:27:57.671,848.26,17.49
10-10-2025 16:27:58.760,848.06,17.50
10-10-2025 16:27:59.812,848.05,17.51
10-10-2025 16:28:00.992,848.03,17.51
10-10-2025 16:28:02.067,847.83,17.50
10-10-2025 16:28:03.203,847.82,17.50
10-10-2025 16:28:04.426,847.82,17.50
10-10-2025 16:28:05.507,847.80,17.49
10-10-2025 16:28:06.573,847.78,17.50
10-10-2025 16:28:07.576,847.78,17.48
10-10-2025 16:28:08.675,847.78,17.50
10-10-2025 16:28:09.777,847.88,17.50
10-10-2025 16:28:10.900,847.91,17.51
10-10-2025 16:28:11.951,847.90,17.53
10-10-2025 16:28:13.079,847.81,17.52
10-10-2025 16:28:14.299,847.02,17.51
10-10-2025 16:28:15.431,847.03,17.50
10-10-2025 16:28:16.654,847.03,17.50
10-10-2025 16:28:17.830,846.83,17.50
10-10-2025 16:28:18.959,846.67,17.51
10-10-2025 16:28:19.982,846.67,17.51
10-10-2025 16:28:21.188,846.69,17.54
10-10-2025 16:28:22.440,846.86,17.54
10-10-2025 16:28:23.552,846.87,17.53
10-10-2025 16:28:24.649,846.88,17.51
10-10-2025 16:28:25.763,846.33,17.51
10-10-2025 16:28:26.923,845.77,17.50
10-10-2025 16:28:28.011,845.76,17.51
10-10-2025 16:28:29.178,845.76,17.51
10-10-2025 16:28:30.239,846.13,17.50
10-10-2025 16:28:31.417,846.18,17.51
10-10-2025 16:28:32.500,846.18,17.52
10-10-2025 16:28:33.579,845.96,17.55
10-10-2025 16:28:34.726,845.46,17.56
10-10-2025 16:28:35.748,845.46,17.53
10-10-2025 16:28:36.757,845.46,17.53
10-10-2025 16:28:37.882,846.04,17.51
10-10-2025 16:28:39.034,846.51,17.53
10-10-2025 16:28:40.315,846.51,17.53
10-10-2025 16:28:41.531,846.39,17.53
10-10-2025 16:28:42.747,846.08,17.53
10-10-2025 16:28:43.853,846.08,17.54
10-10-2025 16:28:44.874,846.07,17.56
10-10-2025 16:28:46.001,845.57,17.55
10-10-2025 16:28:47.115,845.30,17.55
10-10-2025 16:28:48.150,845.30,17.55
10-10-2025 16:28:49.205,845.30,17.55
10-10-2025 16:28:50.315,845.74,17.56
10-10-2025 16:28:51.351,845.80,17.55
10-10-2025 16:28:52.428,845.80,17.54
10-10-2025 16:28:53.523,845.76,17.53
10-10-2025 16:28:54.621,845.47,17.55
10-10-2025 16:28:55.878,845.47,17.55
10-10-2025 16:28:57.005,845.47,17.56
10-10-2025 16:28:58.198,845.30,17.56
10-10-2025 16:28:59.203,845.25,17.54
10-10-2025 16:29:00.285,845.25,17.54
10-10-2025 16:29:01.506,845.18,17.53
10-10-2025 16:29:02.730,844.88,17.54
10-10-2025 16:29:03.989,844.87,17.56
10-10-2025 16:29:05.132,844.87,17.56
10-10-2025 16:29:06.248,844.56,17.55
10-10-2025 16:29:07.406,844.48,17.53
10-10-2025 16:29:08.485,844.50,17.51
10-10-2025 16:29:09.523,844.50,17.52
10-10-2025 16:29:10.574,844.81,17.53
10-10-2025 16:29:11.785,844.82,17.55
10-10-2025 16:29:12.903,844.82,17.55
10-10-2025 16:29:14.031,844.94,17.55
10-10-2025 16:29:15.047,845.10,17.55
10-10-2025 16:29:16.091,845.10,17.54
10-10-2025 16:29:17.149,845.10,17.56
10-10-2025 16:29:18.309,845.13,17.55
10-10-2025 16:29:19.416,845.14,17.55
10-10-2025 16:29:20.615,845.13,17.57
10-10-2025 16:29:21.860,844.83,17.57
10-10-2025 16:29:23.036,844.14,17.58
10-10-2025 16:29:24.104,844.15,17.57
10-10-2025 16:29:25.233,844.14,17.58
10-10-2025 16:29:26.345,843.97,17.59
10-10-2025 16:29:27.723,843.90,17.58
10-10-2025 16:29:29.020,843.91,17.55
10-10-2025 16:29:30.271,844.03,17.55
10-10-2025 16:29:31.290,844.13,17.56
10-10-2025 16:29:32.447,844.12,17.57
10-10-2025 16:29:33.562,844.12,17.59
10-10-2025 16:29:34.777,844.04,17.60
10-10-2025 16:29:35.778,844.03,17.60
10-10-2025 16:29:36.845,844.03,17.60
10-10-2025 16:29:37.951,844.10,17.60
10-10-2025 16:29:38.971,844.46,17.60
10-10-2025 16:29:40.149,844.46,17.60
10-10-2025 16:29:41.287,844.46,17.59
10-10-2025 16:29:42.373,844.62,17.58
10-10-2025 16:29:43.521,844.72,17.57
10-10-2025 16:29:44.604,844.72,17.57
10-10-2025 16:29:45.610,844.72,17.58
10-10-2025 16:29:46.761,844.43,17.59
10-10-2025 16:29:47.949,844.39,17.60
10-10-2025 16:29:49.049,844.39,17.60
10-10-2025 16:29:50.136,844.42,17.58
10-10-2025 16:29:51.176,844.48,17.58
10-10-2025 16:29:52.360,844.48,17.59
10-10-2025 16:29:53.457,844.48,17.60
10-10-2025 16:29:54.479,844.24,17.60
10-10-2025 16:29:55.623,844.13,17.58
10-10-2025 16:29:56.634,844.13,17.58
10-10-2025 16:29:57.797,844.18,17.57
10-10-2025 16:29:59.054,844.56,17.58
10-10-2025 16:30:00.325,844.57,17.57
10-10-2025 16:30:01.512,844.57,17.57
10-10-2025 16:30:02.668,844.48,17.56
10-10-2025 16:30:03.889,844.44,17.58
10-10-2025 16:30:05.059,844.44,17.59
10-10-2025 16:30:06.246,844.14,17.58
10-10-2025 16:30:07.273,843.62,17.59
10-10-2025 16:30:08.338,843.62,17.60
10-10-2025 16:30:09.450,843.60,17.62
10-10-2025 16:30:10.592,844.09,17.63
10-10-2025 16:30:11.644,844.39,17.64
10-10-2025 16:30:12.809,844.40,17.62
10-10-2025 16:30:14.027,844.30,17.63
10-10-2025 16:30:15.148,843.36,17.63
10-10-2025 16:30:16.251,843.35,17.64
10-10-2025 16:30:17.329,843.35,17.64
10-10-2025 16:30:18.404,843.31,17.64
10-10-2025 16:30:19.642,843.29,17.62
10-10-2025 16:30:20.833,843.30,17.60
10-10-2025 16:30:21.839,843.31,17.59
10-10-2025 16:30:22.864,842.95,17.60
10-10-2025 16:30:23.889,842.89,17.59
10-10-2025 16:30:24.926,842.89,17.60
10-10-2025 16:30:26.149,842.83,17.60
10-10-2025 16:30:27.151,841.88,17.61
10-10-2025 16:30:28.239,841.82,17.62
10-10-2025 16:30:29.510,841.82,17.62
10-10-2025 16:30:30.607,842.71,17.64
10-10-2025 16:30:31.773,843.61,17.64
10-10-2025 16:30:32.887,843.61,17.64
10-10-2025 16:30:33.913,843.61,17.64
10-10-2025 16:30:35.029,843.02,17.63
10-10-2025 16:30:36.233,842.93,17.61
10-10-2025 16:30:37.241,842.94,17.60
10-10-2025 16:30:38.443,842.84,17.60
10-10-2025 16:30:39.511,842.64,17.62
10-10-2025 16:30:40.710,842.63,17.64
10-10-2025 16:30:41.894,842.63,17.64
10-10-2025 16:30:42.984,842.66,17.64
10-10-2025 16:30:44.252,842.65,17.64
10-10-2025 16:30:45.296,842.66,17.64
10-10-2025 16:30:46.353,842.64,17.65
10-10-2025 16:30:47.521,842.63,17.65
10-10-2025 16:30:48.603,842.63,17.65
10-10-2025 16:30:49.701,842.63,17.64
10-10-2025 16:30:50.731,842.88,17.64
10-10-2025 16:30:51.794,843.07,17.64
10-10-2025 16:30:52.899,843.07,17.63
10-10-2025 16:30:54.111,842.98,17.64
10-10-2025 16:30:55.371,842.23,17.64
10-10-2025 16:30:56.516,842.19,17.64
10-10-2025 16:30:57.724,842.20,17.63
10-10-2025 16:30:58.914,842.20,17.61
10-10-2025 16:31:00.085,842.18,17.63
10-10-2025 16:31:01.175,842.18,17.62
10-10-2025 16:31:02.485,841.99,17.63
10-10-2025 16:31:03.704,841.58,17.64
10-10-2025 16:31:04.800,841.58,17.64
