Thu Oct 02 16:34:24 CEST 2025

 ,Sensor type and serial number, 
 ,DR30-D1 65086, 

Time stamp,Irradiance [W/m^2],Temperature [degr Cels]
02-10-2025 17:04:26.576,835.96,12.79
02-10-2025 17:04:27.577,835.64,12.78
02-10-2025 17:04:28.579,835.98,12.79
02-10-2025 17:04:29.580,835.99,12.79
02-10-2025 17:04:30.580,836.18,12.80
02-10-2025 17:04:31.583,835.82,12.82
02-10-2025 17:04:32.585,835.96,12.79
02-10-2025 17:04:33.585,835.59,12.79
02-10-2025 17:04:34.588,836.26,12.78
02-10-2025 17:04:35.589,836.28,12.78
02-10-2025 17:04:36.590,835.88,12.78
02-10-2025 17:04:37.592,835.75,12.78
02-10-2025 17:04:38.594,835.80,12.78
02-10-2025 17:04:39.595,835.45,12.80
02-10-2025 17:04:40.597,835.28,12.78
02-10-2025 17:04:41.600,835.42,12.78
02-10-2025 17:04:42.602,835.58,12.78
02-10-2025 17:04:43.604,835.33,12.75
02-10-2025 17:04:44.607,834.99,12.75
02-10-2025 17:04:45.609,835.62,12.76
02-10-2025 17:04:46.610,835.60,12.75
02-10-2025 17:04:47.611,835.24,12.79
02-10-2025 17:04:48.614,835.27,12.79
02-10-2025 17:04:49.617,835.59,12.78
02-10-2025 17:04:50.620,835.02,12.79
02-10-2025 17:04:51.623,835.05,12.76
02-10-2025 17:04:52.625,834.73,12.77
02-10-2025 17:04:53.626,834.62,12.80
02-10-2025 17:04:54.629,834.85,12.79
02-10-2025 17:04:55.631,835.04,12.80
02-10-2025 17:04:56.632,834.80,12.80
02-10-2025 17:04:57.633,834.51,12.78
02-10-2025 17:04:58.635,834.36,12.77
02-10-2025 17:04:59.636,834.27,12.77
02-10-2025 17:05:00.638,834.57,12.75
02-10-2025 17:05:01.650,834.53,12.75
02-10-2025 17:05:02.651,834.91,12.75
02-10-2025 17:05:03.653,834.92,12.75
02-10-2025 17:05:04.655,834.56,12.78
02-10-2025 17:05:05.657,834.54,12.78
02-10-2025 17:05:06.658,834.42,12.79
02-10-2025 17:05:07.660,834.28,12.79
02-10-2025 17:05:08.662,834.65,12.78
02-10-2025 17:05:09.664,834.26,12.78
02-10-2025 17:05:10.667,834.35,12.78
02-10-2025 17:05:11.670,834.05,12.79
02-10-2025 17:05:12.670,834.22,12.79
02-10-2025 17:05:13.673,833.89,12.78
02-10-2025 17:05:14.676,833.87,12.78
02-10-2025 17:05:15.679,834.04,12.75
02-10-2025 17:05:16.680,834.18,12.75
02-10-2025 17:05:17.682,833.92,12.76
02-10-2025 17:05:18.685,834.04,12.75
02-10-2025 17:05:19.686,833.91,12.78
02-10-2025 17:05:20.690,834.42,12.78
02-10-2025 17:05:21.692,834.25,12.77
02-10-2025 17:05:22.693,834.18,12.78
02-10-2025 17:05:23.695,833.39,12.77
02-10-2025 17:05:24.697,833.88,12.75
02-10-2025 17:05:25.699,834.09,12.76
02-10-2025 17:05:26.701,833.82,12.77
02-10-2025 17:05:27.704,833.99,12.76
02-10-2025 17:05:28.705,833.89,12.78
02-10-2025 17:05:29.707,833.73,12.77
02-10-2025 17:05:30.707,833.39,12.77
02-10-2025 17:05:31.712,833.72,12.76
02-10-2025 17:05:32.713,833.97,12.75
02-10-2025 17:05:33.716,833.71,12.75
02-10-2025 17:05:34.719,833.48,12.75
02-10-2025 17:05:35.721,833.29,12.76
02-10-2025 17:05:36.723,833.59,12.76
02-10-2025 17:05:37.725,833.52,12.75
02-10-2025 17:05:38.728,833.61,12.73
02-10-2025 17:05:39.729,833.57,12.72
02-10-2025 17:05:40.732,833.90,12.74
02-10-2025 17:05:41.735,833.71,12.76
02-10-2025 17:05:42.736,833.69,12.76
02-10-2025 17:05:43.738,833.66,12.76
02-10-2025 17:05:44.739,834.01,12.75
02-10-2025 17:05:45.742,834.15,12.75
02-10-2025 17:05:46.744,834.11,12.77
02-10-2025 17:05:47.745,834.12,12.77
02-10-2025 17:05:48.746,833.76,12.76
02-10-2025 17:05:49.757,833.57,12.75
02-10-2025 17:05:50.760,833.81,12.73
02-10-2025 17:05:51.763,833.78,12.72
02-10-2025 17:05:52.765,834.00,12.73
02-10-2025 17:05:53.767,833.98,12.75
02-10-2025 17:05:54.767,833.83,12.74
02-10-2025 17:05:55.779,834.10,12.75
02-10-2025 17:05:56.782,833.99,12.75
02-10-2025 17:05:57.785,833.93,12.74
02-10-2025 17:05:58.787,833.74,12.73
02-10-2025 17:05:59.787,833.51,12.72
02-10-2025 17:06:00.789,833.63,12.71
02-10-2025 17:06:01.790,834.04,12.71
02-10-2025 17:06:02.798,833.86,12.73
02-10-2025 17:06:03.800,833.36,12.72
02-10-2025 17:06:04.803,833.23,12.71
02-10-2025 17:06:05.805,833.30,12.74
02-10-2025 17:06:06.808,833.96,12.75
02-10-2025 17:06:07.812,833.39,12.75
02-10-2025 17:06:08.813,833.52,12.75
02-10-2025 17:06:09.816,833.64,12.75
02-10-2025 17:06:10.819,833.26,12.74
02-10-2025 17:06:11.821,833.33,12.75
02-10-2025 17:06:12.823,833.28,12.75
02-10-2025 17:06:13.824,833.32,12.75
02-10-2025 17:06:14.825,833.32,12.74
02-10-2025 17:06:15.826,833.00,12.75
02-10-2025 17:06:16.829,832.82,12.74
02-10-2025 17:06:17.830,833.22,12.75
02-10-2025 17:06:18.833,833.79,12.74
02-10-2025 17:06:19.835,833.71,12.73
02-10-2025 17:06:20.837,833.88,12.74
02-10-2025 17:06:21.839,833.25,12.72
02-10-2025 17:06:22.841,833.45,12.72
02-10-2025 17:06:23.843,832.92,12.74
02-10-2025 17:06:24.845,832.61,12.74
02-10-2025 17:06:25.846,832.67,12.75
02-10-2025 17:06:26.849,832.51,12.75
02-10-2025 17:06:27.852,832.67,12.73
02-10-2025 17:06:28.854,832.88,12.72
02-10-2025 17:06:29.855,832.68,12.71
02-10-2025 17:06:30.856,832.59,12.71
02-10-2025 17:06:31.859,832.22,12.73
02-10-2025 17:06:32.861,832.63,12.72
02-10-2025 17:06:33.861,832.95,12.72
02-10-2025 17:06:34.864,832.62,12.70
02-10-2025 17:06:35.867,832.86,12.70
02-10-2025 17:06:36.869,832.70,12.69
02-10-2025 17:06:37.877,832.20,12.69
02-10-2025 17:06:38.879,832.11,12.70
02-10-2025 17:06:39.879,832.51,12.70
02-10-2025 17:06:40.882,832.20,12.72
02-10-2025 17:06:41.884,832.10,12.75
02-10-2025 17:06:42.885,832.50,12.75
02-10-2025 17:06:43.888,832.11,12.74
02-10-2025 17:06:44.889,832.26,12.71
02-10-2025 17:06:45.890,832.32,12.71
02-10-2025 17:06:46.892,832.18,12.71
02-10-2025 17:06:47.895,832.34,12.73
02-10-2025 17:06:48.897,832.15,12.74
02-10-2025 17:06:49.911,832.06,12.71
02-10-2025 17:06:50.914,831.69,12.70
02-10-2025 17:06:51.916,831.75,12.69
02-10-2025 17:06:52.917,831.89,12.71
02-10-2025 17:06:53.919,831.59,12.72
02-10-2025 17:06:54.920,831.13,12.71
02-10-2025 17:06:55.921,831.22,12.71
02-10-2025 17:06:56.922,831.43,12.68
02-10-2025 17:06:57.924,831.35,12.67
02-10-2025 17:06:58.939,831.66,12.69
02-10-2025 17:06:59.942,831.71,12.71
02-10-2025 17:07:00.943,831.54,12.72
02-10-2025 17:07:01.946,831.45,12.75
02-10-2025 17:07:02.947,830.64,12.74
02-10-2025 17:07:03.947,830.79,12.74
02-10-2025 17:07:04.948,830.95,12.72
02-10-2025 17:07:05.949,830.94,12.71
02-10-2025 17:07:06.951,831.14,12.72
02-10-2025 17:07:07.952,831.03,12.72
02-10-2025 17:07:08.954,830.94,12.74
02-10-2025 17:07:09.957,830.85,12.74
02-10-2025 17:07:10.959,830.77,12.74
02-10-2025 17:07:11.962,830.62,12.73
02-10-2025 17:07:12.964,830.81,12.75
02-10-2025 17:07:13.964,830.88,12.73
02-10-2025 17:07:14.966,830.93,12.72
02-10-2025 17:07:15.970,830.92,12.72
02-10-2025 17:07:16.973,830.80,12.71
02-10-2025 17:07:17.973,830.26,12.71
02-10-2025 17:07:18.976,829.98,12.70
02-10-2025 17:07:19.980,830.13,12.71
02-10-2025 17:07:20.989,829.85,12.71
02-10-2025 17:07:21.992,829.90,12.70
02-10-2025 17:07:22.995,829.81,12.71
02-10-2025 17:07:23.998,829.91,12.70
02-10-2025 17:07:24.999,829.99,12.68
02-10-2025 17:07:26.001,829.92,12.69
02-10-2025 17:07:27.001,829.80,12.68
02-10-2025 17:07:28.004,829.73,12.69
02-10-2025 17:07:29.005,829.62,12.70
02-10-2025 17:07:30.009,829.73,12.70
02-10-2025 17:07:31.011,829.95,12.70
02-10-2025 17:07:32.012,829.70,12.70
02-10-2025 17:07:33.014,829.42,12.70
02-10-2025 17:07:34.029,829.53,12.70
02-10-2025 17:07:35.031,829.57,12.70
02-10-2025 17:07:36.033,829.28,12.70
02-10-2025 17:07:37.034,829.65,12.70
02-10-2025 17:07:38.035,829.47,12.71
02-10-2025 17:07:39.037,829.37,12.70
02-10-2025 17:07:40.038,829.28,12.67
02-10-2025 17:07:41.046,829.52,12.66
02-10-2025 17:07:42.047,829.45,12.65
02-10-2025 17:07:43.049,829.54,12.65
02-10-2025 17:07:44.052,829.42,12.67
02-10-2025 17:07:45.055,829.32,12.67
02-10-2025 17:07:46.057,829.37,12.67
02-10-2025 17:07:47.057,829.40,12.67
02-10-2025 17:07:48.058,829.32,12.67
02-10-2025 17:07:49.060,829.03,12.68
02-10-2025 17:07:50.062,828.96,12.67
02-10-2025 17:07:51.064,829.19,12.68
02-10-2025 17:07:52.067,829.14,12.68
02-10-2025 17:07:53.068,829.24,12.69
02-10-2025 17:07:54.069,829.43,12.71
02-10-2025 17:07:55.072,829.39,12.70
02-10-2025 17:07:56.074,829.34,12.71
02-10-2025 17:07:57.075,829.01,12.70
02-10-2025 17:07:58.076,829.07,12.69
02-10-2025 17:07:59.079,829.16,12.70
02-10-2025 17:08:00.082,828.89,12.70
02-10-2025 17:08:01.085,828.52,12.69
02-10-2025 17:08:02.088,828.65,12.67
02-10-2025 17:08:03.091,828.66,12.67
02-10-2025 17:08:04.093,828.77,12.66
02-10-2025 17:08:05.094,828.71,12.67
02-10-2025 17:08:06.096,828.63,12.67
02-10-2025 17:08:07.098,828.19,12.68
02-10-2025 17:08:08.100,828.11,12.66
02-10-2025 17:08:09.101,828.19,12.66
02-10-2025 17:08:10.103,828.11,12.66
02-10-2025 17:08:11.104,828.33,12.66
02-10-2025 17:08:12.106,828.10,12.67
02-10-2025 17:08:13.109,828.12,12.67
02-10-2025 17:08:14.112,828.58,12.67
02-10-2025 17:08:15.115,828.15,12.67
02-10-2025 17:08:16.117,827.55,12.65
02-10-2025 17:08:17.118,827.35,12.66
02-10-2025 17:08:18.129,827.67,12.67
02-10-2025 17:08:19.130,827.65,12.67
02-10-2025 17:08:20.132,828.17,12.67
02-10-2025 17:08:21.134,827.77,12.66
02-10-2025 17:08:22.137,828.44,12.67
02-10-2025 17:08:23.140,827.18,12.68
02-10-2025 17:08:24.141,827.23,12.67
02-10-2025 17:08:25.142,827.08,12.69
02-10-2025 17:08:26.144,827.44,12.67
02-10-2025 17:08:27.145,827.26,12.68
02-10-2025 17:08:28.147,827.55,12.69
02-10-2025 17:08:29.150,827.18,12.67
02-10-2025 17:08:30.152,827.24,12.66
02-10-2025 17:08:31.154,827.44,12.64
02-10-2025 17:08:32.156,827.00,12.64
02-10-2025 17:08:33.157,827.10,12.64
02-10-2025 17:08:34.159,827.10,12.64
02-10-2025 17:08:35.159,827.02,12.65
02-10-2025 17:08:36.160,827.02,12.64
02-10-2025 17:08:37.162,827.04,12.66
02-10-2025 17:08:38.163,826.82,12.66
02-10-2025 17:08:39.165,826.43,12.64
02-10-2025 17:08:40.165,826.17,12.64
02-10-2025 17:08:41.165,826.33,12.64
02-10-2025 17:08:42.168,826.11,12.64
02-10-2025 17:08:43.170,825.08,12.66
02-10-2025 17:08:44.171,825.01,12.65
02-10-2025 17:08:45.174,824.72,12.65
02-10-2025 17:08:46.182,825.22,12.65
02-10-2025 17:08:47.184,826.01,12.65
02-10-2025 17:08:48.185,825.89,12.67
02-10-2025 17:08:49.186,825.31,12.66
02-10-2025 17:08:50.187,825.56,12.66
02-10-2025 17:08:51.199,826.13,12.67
02-10-2025 17:08:52.200,826.10,12.65
02-10-2025 17:08:53.200,825.68,12.67
02-10-2025 17:08:54.203,825.25,12.66
02-10-2025 17:08:55.205,824.69,12.65
02-10-2025 17:08:56.207,825.09,12.65
02-10-2025 17:08:57.209,825.18,12.64
02-10-2025 17:08:58.210,825.22,12.64
02-10-2025 17:08:59.210,824.83,12.64
02-10-2025 17:09:00.212,824.48,12.65
02-10-2025 17:09:01.217,825.43,12.66
02-10-2025 17:09:02.219,825.54,12.66
02-10-2025 17:09:03.220,825.81,12.65
02-10-2025 17:09:04.221,825.20,12.64
02-10-2025 17:09:05.222,824.98,12.63
02-10-2025 17:09:06.224,825.11,12.64
02-10-2025 17:09:07.226,825.35,12.66
02-10-2025 17:09:08.226,824.83,12.65
02-10-2025 17:09:09.226,824.78,12.66
02-10-2025 17:09:10.228,824.78,12.67
02-10-2025 17:09:11.230,825.28,12.65
02-10-2025 17:09:12.231,825.06,12.66
02-10-2025 17:09:13.232,824.81,12.65
02-10-2025 17:09:14.233,824.81,12.64
02-10-2025 17:09:15.235,824.84,12.64
02-10-2025 17:09:16.235,825.07,12.64
02-10-2025 17:09:17.235,825.78,12.64
02-10-2025 17:09:18.236,825.98,12.64
02-10-2025 17:09:19.239,825.27,12.64
02-10-2025 17:09:20.242,825.01,12.64
02-10-2025 17:09:21.244,824.92,12.65
02-10-2025 17:09:22.245,824.43,12.66
02-10-2025 17:09:23.246,823.95,12.65
02-10-2025 17:09:24.248,824.10,12.65
02-10-2025 17:09:25.249,824.58,12.65
02-10-2025 17:09:26.251,824.76,12.66
02-10-2025 17:09:27.253,824.77,12.67
02-10-2025 17:09:28.254,825.17,12.66
02-10-2025 17:09:29.262,825.48,12.64
02-10-2025 17:09:30.263,825.39,12.62
02-10-2025 17:09:31.265,825.03,12.61
02-10-2025 17:09:32.267,824.58,12.61
02-10-2025 17:09:33.268,824.45,12.62
02-10-2025 17:09:34.271,824.47,12.64
02-10-2025 17:09:35.273,824.52,12.65
02-10-2025 17:09:36.274,824.51,12.67
02-10-2025 17:09:37.275,824.41,12.65
02-10-2025 17:09:38.276,824.53,12.64
02-10-2025 17:09:39.277,824.32,12.64
02-10-2025 17:09:40.279,824.02,12.64
02-10-2025 17:09:41.280,823.96,12.63
02-10-2025 17:09:42.280,823.97,12.65
02-10-2025 17:09:43.281,823.85,12.65
02-10-2025 17:09:44.282,823.95,12.67
02-10-2025 17:09:45.283,824.36,12.67
02-10-2025 17:09:46.285,824.33,12.67
02-10-2025 17:09:47.286,824.08,12.67
02-10-2025 17:09:48.287,823.99,12.67
02-10-2025 17:09:49.287,824.45,12.66
02-10-2025 17:09:50.287,823.99,12.66
02-10-2025 17:09:51.301,823.87,12.63
02-10-2025 17:09:52.302,823.48,12.63
02-10-2025 17:09:53.304,823.58,12.63
02-10-2025 17:09:54.304,824.37,12.63
02-10-2025 17:09:55.311,824.19,12.64
02-10-2025 17:09:56.312,823.76,12.65
02-10-2025 17:09:57.315,823.81,12.64
02-10-2025 17:09:58.317,824.08,12.64
02-10-2025 17:09:59.319,823.89,12.64
02-10-2025 17:10:00.321,824.31,12.63
02-10-2025 17:10:01.322,824.25,12.64
02-10-2025 17:10:02.325,824.00,12.64
02-10-2025 17:10:03.326,823.54,12.65
02-10-2025 17:10:04.328,823.82,12.66
02-10-2025 17:10:05.329,823.66,12.63
02-10-2025 17:10:06.331,823.43,12.63
02-10-2025 17:10:07.332,823.06,12.62
02-10-2025 17:10:08.334,823.00,12.62
02-10-2025 17:10:09.335,822.81,12.63
02-10-2025 17:10:10.337,822.62,12.62
02-10-2025 17:10:11.338,823.21,12.63
02-10-2025 17:10:12.340,823.60,12.63
02-10-2025 17:10:13.342,823.25,12.62
02-10-2025 17:10:14.342,823.00,12.63
02-10-2025 17:10:15.345,822.88,12.63
02-10-2025 17:10:16.345,822.63,12.63
02-10-2025 17:10:17.348,822.80,12.65
02-10-2025 17:10:18.349,822.85,12.65
02-10-2025 17:10:19.350,822.69,12.64
02-10-2025 17:10:20.351,822.58,12.64
02-10-2025 17:10:21.351,821.75,12.65
02-10-2025 17:10:22.351,822.41,12.65
02-10-2025 17:10:23.353,823.31,12.66
02-10-2025 17:10:24.353,823.28,12.67
02-10-2025 17:10:25.354,823.02,12.66
02-10-2025 17:10:26.361,823.08,12.64
02-10-2025 17:10:27.362,821.67,12.64
02-10-2025 17:10:28.362,822.29,12.63
02-10-2025 17:10:29.364,822.85,12.63
02-10-2025 17:10:30.365,822.41,12.63
02-10-2025 17:10:31.368,822.47,12.64
02-10-2025 17:10:32.369,822.42,12.64
02-10-2025 17:10:33.370,822.42,12.63
02-10-2025 17:10:34.373,822.29,12.62
02-10-2025 17:10:35.375,822.98,12.60
02-10-2025 17:10:36.377,822.20,12.60
02-10-2025 17:10:37.380,821.22,12.60
02-10-2025 17:10:38.381,821.05,12.60
02-10-2025 17:10:39.382,820.97,12.62
02-10-2025 17:10:40.383,821.67,12.60
02-10-2025 17:10:41.384,822.24,12.62
02-10-2025 17:10:42.386,822.97,12.61
02-10-2025 17:10:43.388,822.52,12.60
02-10-2025 17:10:44.391,822.53,12.61
02-10-2025 17:10:45.393,822.08,12.60
02-10-2025 17:10:46.395,821.80,12.62
02-10-2025 17:10:47.398,821.59,12.62
02-10-2025 17:10:48.398,821.46,12.62
02-10-2025 17:10:49.400,821.39,12.63
02-10-2025 17:10:50.401,821.71,12.64
02-10-2025 17:10:51.403,821.45,12.65
02-10-2025 17:10:52.403,822.22,12.64
02-10-2025 17:10:53.405,821.57,12.64
02-10-2025 17:10:54.408,821.73,12.63
02-10-2025 17:10:55.422,822.15,12.61
02-10-2025 17:10:56.423,822.34,12.62
02-10-2025 17:10:57.426,822.11,12.62
02-10-2025 17:10:58.429,821.54,12.64
02-10-2025 17:10:59.430,821.73,12.62
02-10-2025 17:11:00.442,821.57,12.63
02-10-2025 17:11:01.444,821.57,12.63
02-10-2025 17:11:02.445,821.60,12.62
02-10-2025 17:11:03.447,821.37,12.63
02-10-2025 17:11:04.447,821.54,12.63
02-10-2025 17:11:05.450,821.01,12.62
02-10-2025 17:11:06.452,820.87,12.61
02-10-2025 17:11:07.452,821.34,12.62
02-10-2025 17:11:08.454,821.60,12.61
02-10-2025 17:11:09.456,821.73,12.61
02-10-2025 17:11:10.457,821.59,12.62
02-10-2025 17:11:11.457,821.49,12.63
02-10-2025 17:11:12.461,821.29,12.63
02-10-2025 17:11:13.468,820.94,12.60
02-10-2025 17:11:14.469,820.84,12.62
02-10-2025 17:11:15.471,821.33,12.61
02-10-2025 17:11:16.474,821.31,12.63
02-10-2025 17:11:17.476,820.90,12.64
02-10-2025 17:11:18.479,820.76,12.62
02-10-2025 17:11:19.480,821.04,12.61
02-10-2025 17:11:20.482,820.88,12.60
02-10-2025 17:11:21.483,820.71,12.62
02-10-2025 17:11:22.483,820.97,12.62
02-10-2025 17:11:23.485,820.85,12.63
02-10-2025 17:11:24.487,820.59,12.62
02-10-2025 17:11:25.489,820.49,12.60
02-10-2025 17:11:26.491,820.69,12.62
02-10-2025 17:11:27.491,820.20,12.60
02-10-2025 17:11:28.495,819.97,12.61
02-10-2025 17:11:29.498,820.06,12.60
02-10-2025 17:11:30.501,820.11,12.59
02-10-2025 17:11:31.502,820.63,12.60
02-10-2025 17:11:32.505,820.62,12.58
02-10-2025 17:11:33.508,820.35,12.60
02-10-2025 17:11:34.509,820.45,12.61
02-10-2025 17:11:35.509,820.70,12.59
02-10-2025 17:11:36.512,820.69,12.60
02-10-2025 17:11:37.513,820.50,12.60
02-10-2025 17:11:38.515,820.58,12.59
02-10-2025 17:11:39.516,820.91,12.60
02-10-2025 17:11:40.519,821.04,12.61
02-10-2025 17:11:41.519,820.58,12.61
02-10-2025 17:11:42.525,820.45,12.61
02-10-2025 17:11:43.525,820.84,12.60
02-10-2025 17:11:44.527,820.72,12.61
02-10-2025 17:11:45.527,820.26,12.60
02-10-2025 17:11:46.530,820.21,12.61
02-10-2025 17:11:47.531,820.34,12.62
02-10-2025 17:11:48.538,820.33,12.62
02-10-2025 17:11:49.538,820.33,12.61
02-10-2025 17:11:50.539,820.35,12.60
02-10-2025 17:11:51.540,819.95,12.60
02-10-2025 17:11:52.541,820.11,12.60
02-10-2025 17:11:53.548,820.19,12.59
02-10-2025 17:11:54.549,820.10,12.60
02-10-2025 17:11:55.550,819.87,12.60
02-10-2025 17:11:56.551,819.64,12.60
02-10-2025 17:11:57.551,819.88,12.61
02-10-2025 17:11:58.552,819.79,12.60
02-10-2025 17:11:59.554,819.37,12.60
02-10-2025 17:12:00.555,819.10,12.60
02-10-2025 17:12:01.557,819.15,12.62
02-10-2025 17:12:02.558,819.28,12.62
02-10-2025 17:12:03.559,819.22,12.61
02-10-2025 17:12:04.561,819.40,12.61
02-10-2025 17:12:05.562,819.23,12.61
02-10-2025 17:12:06.563,819.12,12.60
02-10-2025 17:12:07.564,818.86,12.60
02-10-2025 17:12:08.565,818.84,12.60
02-10-2025 17:12:09.566,818.91,12.60
02-10-2025 17:12:10.568,818.86,12.60
02-10-2025 17:12:11.570,818.80,12.63
02-10-2025 17:12:12.572,818.60,12.63
02-10-2025 17:12:13.573,818.68,12.62
02-10-2025 17:12:14.576,818.85,12.61
02-10-2025 17:12:15.577,818.75,12.61
02-10-2025 17:12:16.578,818.35,12.62
02-10-2025 17:12:17.585,819.02,12.62
02-10-2025 17:12:18.588,818.88,12.61
02-10-2025 17:12:19.589,818.69,12.61
02-10-2025 17:12:20.590,818.40,12.63
02-10-2025 17:12:21.592,818.27,12.62
02-10-2025 17:12:22.593,818.00,12.62
02-10-2025 17:12:23.595,818.12,12.61
02-10-2025 17:12:24.596,818.31,12.60
02-10-2025 17:12:25.596,817.80,12.60
02-10-2025 17:12:26.597,817.32,12.60
02-10-2025 17:12:27.600,817.45,12.58
02-10-2025 17:12:28.603,817.34,12.59
02-10-2025 17:12:29.604,817.52,12.58
02-10-2025 17:12:30.606,817.88,12.60
02-10-2025 17:12:31.608,817.77,12.60
02-10-2025 17:12:32.608,817.69,12.60
02-10-2025 17:12:33.609,817.19,12.62
02-10-2025 17:12:34.611,816.94,12.63
02-10-2025 17:12:35.613,817.00,12.62
02-10-2025 17:12:36.614,816.92,12.60
02-10-2025 17:12:37.615,816.74,12.58
02-10-2025 17:12:38.615,816.99,12.56
02-10-2025 17:12:39.617,816.78,12.57
02-10-2025 17:12:40.619,817.00,12.58
02-10-2025 17:12:41.621,817.19,12.60
02-10-2025 17:12:42.623,817.28,12.60
02-10-2025 17:12:43.627,817.21,12.60
02-10-2025 17:12:44.630,816.47,12.61
02-10-2025 17:12:45.631,816.06,12.60
02-10-2025 17:12:46.639,816.17,12.59
02-10-2025 17:12:47.640,816.17,12.59
02-10-2025 17:12:48.642,816.24,12.58
02-10-2025 17:12:49.643,816.25,12.60
02-10-2025 17:12:50.644,816.39,12.61
02-10-2025 17:12:51.644,816.48,12.59
02-10-2025 17:12:52.644,816.11,12.59
02-10-2025 17:12:53.647,816.08,12.58
02-10-2025 17:12:54.649,815.64,12.57
02-10-2025 17:12:55.649,814.99,12.56
02-10-2025 17:12:56.650,815.31,12.55
02-10-2025 17:12:57.652,815.15,12.57
02-10-2025 17:12:58.654,815.76,12.58
02-10-2025 17:12:59.655,816.33,12.59
02-10-2025 17:13:00.657,815.74,12.59
02-10-2025 17:13:01.659,815.54,12.57
02-10-2025 17:13:02.662,815.73,12.57
02-10-2025 17:13:03.664,815.21,12.59
02-10-2025 17:13:04.665,815.20,12.60
02-10-2025 17:13:05.667,815.53,12.60
02-10-2025 17:13:06.670,815.53,12.60
02-10-2025 17:13:07.671,814.95,12.60
02-10-2025 17:13:08.673,815.06,12.60
02-10-2025 17:13:09.680,815.11,12.60
02-10-2025 17:13:10.680,815.57,12.60
02-10-2025 17:13:11.681,815.54,12.60
02-10-2025 17:13:12.684,815.13,12.60
02-10-2025 17:13:13.686,814.79,12.57
02-10-2025 17:13:14.688,814.91,12.57
02-10-2025 17:13:15.693,814.78,12.57
02-10-2025 17:13:16.703,815.01,12.56
02-10-2025 17:13:17.707,814.72,12.58
02-10-2025 17:13:18.708,814.50,12.58
02-10-2025 17:13:19.709,814.15,12.58
02-10-2025 17:13:20.710,813.88,12.59
02-10-2025 17:13:21.711,814.18,12.59
02-10-2025 17:13:22.717,814.21,12.61
02-10-2025 17:13:23.720,814.11,12.60
02-10-2025 17:13:24.721,813.96,12.62
02-10-2025 17:13:25.735,813.96,12.61
02-10-2025 17:13:26.737,813.59,12.60
02-10-2025 17:13:27.739,813.70,12.60
02-10-2025 17:13:28.752,814.03,12.59
02-10-2025 17:13:29.754,813.72,12.59
02-10-2025 17:13:30.757,814.05,12.59
02-10-2025 17:13:31.759,814.02,12.58
02-10-2025 17:13:32.760,813.79,12.57
02-10-2025 17:13:33.763,813.22,12.57
02-10-2025 17:13:34.770,813.13,12.57
02-10-2025 17:13:35.773,813.14,12.57
02-10-2025 17:15:28.122,809.06,12.50
02-10-2025 17:15:29.124,809.00,12.50
02-10-2025 17:15:30.150,809.24,12.52
02-10-2025 17:15:31.151,808.80,12.52
02-10-2025 17:15:32.165,808.60,12.51
02-10-2025 17:15:33.167,808.55,12.53
02-10-2025 17:15:34.173,808.89,12.51
02-10-2025 17:15:35.176,808.37,12.51
02-10-2025 17:15:36.179,808.19,12.50
02-10-2025 17:15:37.179,808.03,12.49
02-10-2025 17:24:12.635,782.10,12.10
02-10-2025 17:24:13.639,781.93,12.10
02-10-2025 17:24:14.640,781.94,12.10
02-10-2025 17:24:15.643,782.42,12.10
02-10-2025 17:24:16.645,782.61,12.10
02-10-2025 17:24:17.650,782.42,12.10
02-10-2025 17:24:18.657,782.12,12.12
02-10-2025 17:24:19.657,782.19,12.11
02-10-2025 17:24:20.658,781.76,12.12
02-10-2025 17:24:21.660,781.75,12.10
02-10-2025 17:24:22.661,781.45,12.09
02-10-2025 17:24:23.663,781.51,12.09
02-10-2025 17:24:24.665,781.54,12.08
02-10-2025 17:24:25.666,781.12,12.10
02-10-2025 17:24:26.667,781.34,12.10
02-10-2025 17:24:27.672,781.21,12.10
02-10-2025 17:24:28.673,781.04,12.10
02-10-2025 17:24:29.676,781.07,12.10
02-10-2025 17:24:30.677,780.93,12.10
02-10-2025 17:24:36.119,780.69,12.08
02-10-2025 17:24:37.122,780.79,12.10
02-10-2025 17:24:38.137,780.66,12.10
02-10-2025 17:24:39.138,780.52,12.12
02-10-2025 17:24:40.152,780.30,12.10
02-10-2025 17:24:41.154,780.17,12.10
02-10-2025 17:24:42.155,780.20,12.09
02-10-2025 17:24:43.988,780.39,12.08
02-10-2025 17:24:44.989,780.27,12.07
02-10-2025 17:24:45.992,779.94,12.07
02-10-2025 17:24:46.993,780.21,12.08
02-10-2025 17:24:47.994,779.83,12.07
02-10-2025 17:24:48.995,779.52,12.07
02-10-2025 17:24:49.997,779.57,12.08
02-10-2025 17:24:50.998,779.52,12.08
02-10-2025 17:24:52.000,779.41,12.09
02-10-2025 17:24:53.003,779.13,12.10
02-10-2025 17:24:54.004,779.66,12.10
02-10-2025 17:24:55.004,779.66,12.11
02-10-2025 17:24:56.007,778.94,12.10
02-10-2025 17:24:57.009,779.28,12.11
02-10-2025 17:24:58.011,778.97,12.11
02-10-2025 17:24:59.013,779.20,12.10
02-10-2025 17:25:00.015,779.38,12.09
02-10-2025 17:25:01.015,779.12,12.09
02-10-2025 17:25:02.016,779.60,12.07
02-10-2025 17:25:03.017,779.59,12.07
